codigo_secc,mun,prov,pob,renta_med,pobreza_pc,pobreza_menores_pc,pobreza_mayores_pc,precio_alquiler,jubilados_pc,parados_pc,monoparental_pc,extranjeros_pc,estudios_sup_pc,menores_pc,mayores_pc
0305002001,"Campello, el",Alicante,2538,19250,22.1,NA,NA,7.27272727272727,17.9,15.989999999999998,12.176165803108807,28.249999999999996,42.809999999999995,12.839999999999998,23.880000000000003
0305002002,"Campello, el",Alicante,3311,20650,20.1,NA,NA,9.09090909090909,15.25,14.34,12.114989733059549,23.89,47.98,14.829999999999998,18.33
0305002002,"Campello, el",Alicante,3311,20650,20.1,NA,NA,9.09090909090909,15.25,14.34,11.90965092402464,23.89,47.98,14.829999999999998,18.33
0305002003,"Campello, el",Alicante,2136,21350,17.3,NA,NA,8.26502732240437,14.96,11.3,11.075949367088608,23.97,47.260000000000005,15.5,17.04
0305002003,"Campello, el",Alicante,2136,21350,17.3,NA,NA,8.26502732240437,14.96,11.3,10.793650793650794,23.97,47.260000000000005,15.5,17.04
0305003001,"Campello, el",Alicante,2240,16450,22.2,NA,NA,8.54369588744589,16.74,17.59,11.11111111111111,24.6,35.47,14.42,21.959999999999997
0305003001,"Campello, el",Alicante,2240,16450,22.2,NA,NA,8.54369588744589,16.74,17.59,11.11111111111111,24.6,35.47,14.42,21.959999999999997
0305003002,"Campello, el",Alicante,2390,15050,29.9,NA,NA,6.10872235872236,17.62,18.76,11.202185792349727,48.08,30.869999999999997,14.06,24.44
0305003002,"Campello, el",Alicante,2390,15050,29.9,NA,NA,6.10872235872236,17.62,18.76,10.92896174863388,48.08,30.869999999999997,14.06,24.44
0305101001,"Campo de Mirra/Camp de Mirra, el",Alicante,428,15050,NA,NA,NA,NA,17.87,15.42,NA,5.609999999999999,22.67,12.38,19.86
0305201001,Cañada,Alicante,1191,15750,20.8,NA,NA,NA,19.17,11.48,NA,5.12,25.92,15.45,21.83
0305301001,Castalla,Alicante,904,15050,20.7,NA,NA,3.00668540194204,15.09,19.21,NA,12.06,25.33,15.71,18.25
0305301002,Castalla,Alicante,972,14350,24,NA,NA,3.77717391304348,15.2,23.19,NA,17.080000000000002,22.92,16.05,18.52
0305301003,Castalla,Alicante,1542,15050,18.3,NA,NA,3.17362310060199,11.77,18.16,11.538461538461538,13.16,23.94,20.1,12.52
0305301003,Castalla,Alicante,1542,15050,18.3,NA,NA,3.17362310060199,11.77,18.16,11.057692307692308,13.16,23.94,20.1,12.52
0305301004,Castalla,Alicante,686,14350,20.9,NA,NA,NA,20.81,19.81,NA,7.580000000000001,19.46,13.85,25.8
0305302001,Castalla,Alicante,846,15050,24.1,NA,NA,NA,15.310000000000002,18.97,NA,8.39,18.62,14.3,19.86
0305302002,Castalla,Alicante,2720,15750,21.5,23.3,21.5,2.9617775214661,21.22,14.95,6.852791878172589,26.03,25.99,13.01,24.63
0305302002,Castalla,Alicante,2720,15750,21.5,23.3,21.5,2.9617775214661,21.22,14.95,6.852791878172589,26.03,25.99,13.01,24.63
0305302003,Castalla,Alicante,716,17150,15.1,NA,NA,1.86567164179104,15.9,16.71,NA,10.06,23.21,12.15,20.53
0305302004,Castalla,Alicante,1504,16450,15.9,NA,NA,2.87402572032904,10.59,14.85,10.050251256281408,9.44,24.76,18.35,12.43
0305302004,Castalla,Alicante,1504,16450,15.9,NA,NA,2.87402572032904,10.59,14.85,10.5,9.44,24.76,18.35,12.43
0305302005,Castalla,Alicante,908,15750,21.6,NA,NA,3.18840579710145,18.11,16.88,NA,6.0600000000000005,18.99,12.44,21.59
0305401001,Castell de Castells,Alicante,427,13650,NA,NA,NA,NA,31.879999999999995,15.03,NA,18.97,19.28,8.9,36.53
0305501001,Catral,Alicante,2446,12250,33.8,NA,NA,3.6,16.59,21.66,11.551155115511552,17.78,18.9,18.44,15.939999999999998
0305501001,Catral,Alicante,2446,12250,33.8,NA,NA,3.6,16.59,21.66,11.513157894736842,17.78,18.9,18.44,15.939999999999998
0305501002,Catral,Alicante,3037,12950,31.2,39.6,20.3,3.69395711500975,19.98,19.71,8.121827411167512,34.08,24.64,17.419999999999998,22.88
0305501002,Catral,Alicante,3037,12950,31.2,39.6,20.3,3.69395711500975,19.98,19.71,7.594936708860759,34.08,24.64,17.419999999999998,22.88
0305501003,Catral,Alicante,1991,12950,32.5,NA,NA,3.45184518451845,14.36,21.48,8.88888888888889,14.36,16.150000000000002,18.53,13.71
0305501003,Catral,Alicante,1991,12950,32.5,NA,NA,3.45184518451845,14.36,21.48,8.444444444444445,14.36,16.150000000000002,18.53,13.71
0305501004,Catral,Alicante,1466,12950,28,NA,NA,5.30753968253968,20.19,22.3,7.8125,33.629999999999995,24.13,13.51,25.17
0305501004,Catral,Alicante,1466,12950,28,NA,NA,5.30753968253968,20.19,22.3,8.333333333333334,33.629999999999995,24.13,13.51,25.17
0305601001,Cocentaina,Alicante,1185,12250,40,NA,NA,3.03370786516854,17.34,27.4,NA,26.41,14.42,16.29,20
0305601003,Cocentaina,Alicante,718,10850,44.1,NA,NA,NA,18.98,36.7,NA,17.27,11.32,12.67,23.54
0305601004,Cocentaina,Alicante,1115,15050,18.6,NA,NA,2.7104645312762,26.28,18.5,NA,10.31,22.79,12.65,28.610000000000003
0305601005,Cocentaina,Alicante,1792,15750,20.5,NA,NA,3.08219178082192,19.37,17.34,10.256410256410255,9.71,24.39,15.57,20.7
0305601005,Cocentaina,Alicante,1792,15750,20.5,NA,NA,3.08219178082192,19.37,17.34,10.256410256410255,9.71,24.39,15.57,20.7
0305601006,Cocentaina,Alicante,1490,15050,22.9,NA,NA,3.40227944280287,17.580000000000002,19.86,12.568306010928962,10.47,21.2,18.32,19.26
0305601006,Cocentaina,Alicante,1490,15050,22.9,NA,NA,3.40227944280287,17.580000000000002,19.86,12.568306010928962,10.47,21.2,18.32,19.26
0305601007,Cocentaina,Alicante,930,13650,26.4,NA,NA,3.10886846995664,20.95,24.49,NA,9.89,19.85,11.72,23.44
0305601008,Cocentaina,Alicante,1221,15750,20.5,NA,NA,3.46534653465347,17.96,16.55,NA,13.02,24.7,17.44,18.92
0305601009,Cocentaina,Alicante,1160,16450,17.9,NA,NA,2.70135135135135,21.46,16.18,NA,7.93,27.9,11.64,21.9
0305602001,Cocentaina,Alicante,1848,18550,15.7,NA,NA,NA,19.25,13.66,9.090909090909092,10.88,33.11,12.55,20.73
0305602001,Cocentaina,Alicante,1848,18550,15.7,NA,NA,NA,19.25,13.66,8.695652173913043,10.88,33.11,12.55,20.73
0305701001,Confrides,Alicante,278,11550,NA,NA,NA,NA,30.12,24.78,NA,23.380000000000003,21.69,10.43,32.37
0305801001,Cox,Alicante,2059,12250,35.1,NA,NA,2.74193548387097,12.39,17.34,14.767932489451477,22.24,16.5,20.84,12.34
0305801001,Cox,Alicante,2059,12250,35.1,NA,NA,2.74193548387097,12.39,17.34,14.767932489451477,22.24,16.5,20.84,12.34
0305801002,Cox,Alicante,1815,13300,28.1,NA,NA,NA,16.3,16.02,10.74766355140187,17.96,13.71,17.19,16.42
0305801002,Cox,Alicante,1815,13300,28.1,NA,NA,NA,16.3,16.02,10.74766355140187,17.96,13.71,17.19,16.42
0305801003,Cox,Alicante,1230,15050,21.3,NA,NA,NA,24.69,12.72,NA,15.85,17.28,13.41,25.77
0305801004,Cox,Alicante,2301,14350,28.2,NA,NA,3.18181818181818,12.58,13.72,11.029411764705882,15.909999999999998,20.56,20.51,11.86
0305801004,Cox,Alicante,2301,14350,28.2,NA,NA,3.18181818181818,12.58,13.72,10.661764705882351,15.909999999999998,20.56,20.51,11.86
0305901001,Crevillent,Alicante,927,15750,18.1,NA,NA,3.125,19.08,22.17,NA,5.83,24.94,15.21,20.93
0305901002,Crevillent,Alicante,1087,13650,30.7,NA,NA,3.11688311688312,23.380000000000003,27.21,NA,15.73,19.55,13.43,25.019999999999996
0305901003,Crevillent,Alicante,1387,12950,31.6,NA,NA,2.86885245901639,13.37,24.47,NA,15.14,17.2,19.11,14.42
0305901004,Crevillent,Alicante,1922,11550,40.7,NA,NA,3.125,9.07,25.51,12.903225806451612,18.68,14.18,22.58,10.51
0305901004,Crevillent,Alicante,1922,11550,40.7,NA,NA,3.125,9.07,25.51,12.442396313364055,18.68,14.18,22.58,10.51
0305901005,Crevillent,Alicante,1470,14350,26.1,NA,NA,2.57986994628216,19.37,20.56,11.35135135135135,13.4,22.68,15.71,21.02
0305901005,Crevillent,Alicante,1470,14350,26.1,NA,NA,2.57986994628216,19.37,20.56,11.35135135135135,13.4,22.68,15.71,21.02
0305901006,Crevillent,Alicante,1456,12950,30.5,NA,NA,3.23112708350607,15.329999999999998,25.83,11.35135135135135,14.22,20.36,16.689999999999998,16.55
0305901006,Crevillent,Alicante,1456,12950,30.5,NA,NA,3.23112708350607,15.329999999999998,25.83,11.35135135135135,14.22,20.36,16.689999999999998,16.55
0305901007,Crevillent,Alicante,1689,11550,37.3,NA,NA,2.80898876404494,16.81,27.01,10.76923076923077,17.47,13.76,18.65,18.06
0305901007,Crevillent,Alicante,1689,11550,37.3,NA,NA,2.80898876404494,16.81,27.01,10.714285714285714,17.47,13.76,18.65,18.06
0305901008,Crevillent,Alicante,1855,11550,37.8,NA,NA,3.53212576896787,9.58,28.749999999999996,10.95890410958904,12.45,13.85,21.78,9.49
0305901008,Crevillent,Alicante,1855,11550,37.8,NA,NA,3.53212576896787,9.58,28.749999999999996,10.55045871559633,12.45,13.85,21.78,9.49
0305902001,Crevillent,Alicante,1636,12950,33,NA,NA,3.24017710914967,10.61,22.35,10.92896174863388,13.63,18.24,19.93,11.19
0305902001,Crevillent,Alicante,1636,12950,33,NA,NA,3.24017710914967,10.61,22.35,10.989010989010987,13.63,18.24,19.93,11.19
0305902002,Crevillent,Alicante,955,12250,33.1,NA,NA,3.68686868686869,18.1,21.11,NA,17.28,16.689999999999998,18.43,19.9
0305902003,Crevillent,Alicante,1121,12950,32.7,NA,NA,NA,19.15,28.52,NA,5.62,14.44,18.47,19.36
0305902004,Crevillent,Alicante,964,12250,37.1,NA,NA,3,18.8,26.5,NA,14.32,17.580000000000002,15.04,20.44
0305903001,Crevillent,Alicante,1088,14350,31.3,NA,NA,2.63921376110582,20.82,25.7,NA,10.39,18.35,14.34,22.43
0305903002,Crevillent,Alicante,1068,8750,55.3,NA,NA,NA,13.58,37.98,NA,19.66,8.03,20.69,13.39
0305903003,Crevillent,Alicante,906,12250,38.4,NA,NA,3.38766368760582,19.66,29.44,NA,15.340000000000002,18.74,15.78,19.76
0305904001,Crevillent,Alicante,1426,12250,36.4,NA,NA,2.91068580542265,17.169999999999998,30.94,10.11904761904762,14.8,13.3,18.3,16.830000000000002
0305904001,Crevillent,Alicante,1426,12250,36.4,NA,NA,2.91068580542265,17.169999999999998,30.94,10.179640718562874,14.8,13.3,18.3,16.830000000000002
0305904002,Crevillent,Alicante,1051,11550,38.9,NA,NA,NA,17.849999999999998,38.95,NA,4.8500000000000005,11.9,16.84,16.75
0305904003,Crevillent,Alicante,2045,13650,26.6,NA,NA,3.37039061684964,15.06,18.96,12.916666666666666,5.28,21.42,20.78,14.91
0305904003,Crevillent,Alicante,2045,13650,26.6,NA,NA,3.37039061684964,15.06,18.96,13.333333333333334,5.28,21.42,20.78,14.91
0305905001,Crevillent,Alicante,2687,15050,23.2,24,21,4.13832199546485,14.7,22.01,7.344632768361582,12.8,21.44,17.19,15.409999999999998
0305905001,Crevillent,Alicante,2687,15050,23.2,24,21,4.13832199546485,14.7,22.01,7.627118644067797,12.8,21.44,17.19,15.409999999999998
0305905002,Crevillent,Alicante,1042,12250,38.1,NA,NA,NA,20.79,26.72,NA,29.65,7.48,12.76,27.639999999999997
0305905003,Crevillent,Alicante,1877,14350,27.6,NA,NA,NA,19.68,26.33,10.434782608695652,19.93,13.33,12.839999999999998,22
0305905003,Crevillent,Alicante,1877,14350,27.6,NA,NA,NA,19.68,26.33,10.434782608695652,19.93,13.33,12.839999999999998,22
0306001001,Quatretondeta,Alicante,117,14350,NA,NA,NA,NA,40.37,12.2,NA,6.84,24.77,6.84,42.74
0306101001,Daya Nueva,Alicante,1777,12950,29.1,NA,NA,NA,20.62,19.58,8.4,27.35,14.79,13.22,25.55
0306101001,Daya Nueva,Alicante,1777,12950,29.1,NA,NA,NA,20.62,19.58,8.433734939759036,27.35,14.79,13.22,25.55
0306201001,Daya Vieja,Alicante,698,14350,25.1,NA,NA,NA,23.77,17.02,NA,63.04,22.84,7.16,39.97
0306301001,Dénia,Alicante,1903,12950,29.3,NA,NA,6.17746212121212,13.16,23.76,10.424710424710424,30.11,25.09,14.14,16.18
0306301001,Dénia,Alicante,1903,12950,29.3,NA,NA,6.17746212121212,13.16,23.76,10.852713178294572,30.11,25.09,14.14,16.18
0306301002,Dénia,Alicante,2320,15050,27.7,NA,NA,7.26972415123457,15.3,20.22,10.773480662983426,40.95,35.089999999999996,12.67,19.53
0306301002,Dénia,Alicante,2320,15050,27.7,NA,NA,7.26972415123457,15.3,20.22,10.773480662983426,40.95,35.089999999999996,12.67,19.53
0306301003,Dénia,Alicante,2542,14350,31.2,43.5,19.8,6.90789473684211,17.04,21.64,9.0702947845805,40.64,36.63,10.42,23.6
0306301003,Dénia,Alicante,2542,14350,31.2,43.5,19.8,6.90789473684211,17.04,21.64,9.0702947845805,40.64,36.63,10.42,23.6
0306302001,Dénia,Alicante,1080,13650,33.7,NA,NA,6.34920634920635,19.22,26.119999999999997,NA,31.76,27.52,11.85,25.56
0306302002,Dénia,Alicante,1095,17150,23.3,NA,NA,5,20.81,22.49,NA,25.480000000000004,35.74,10.05,27.58
0306302003,Dénia,Alicante,1479,13650,29.5,NA,NA,5.83333333333333,16.84,24.88,13.06532663316583,28.47,26.889999999999997,13.25,22.45
0306302003,Dénia,Alicante,1479,13650,29.5,NA,NA,5.83333333333333,16.84,24.88,13.131313131313131,28.47,26.889999999999997,13.25,22.45
0306302004,Dénia,Alicante,2501,19950,17.9,22.7,11.6,6.54893695014663,20.630000000000003,14.85,10.242587601078167,29.51,46.67,13.55,24.51
0306302004,Dénia,Alicante,2501,19950,17.9,22.7,11.6,6.54893695014663,20.630000000000003,14.85,10.242587601078167,29.51,46.67,13.55,24.51
0306302005,Dénia,Alicante,2608,19950,17.5,16.3,14.8,7.76255707762557,19.52,12.06,9.6045197740113,31.790000000000003,40.11,13.77,23.89
0306302005,Dénia,Alicante,2608,19950,17.5,16.3,14.8,7.76255707762557,19.52,12.06,9.6045197740113,31.790000000000003,40.11,13.77,23.89
0306302006,Dénia,Alicante,1622,12950,37.3,NA,NA,4.93382145874402,13.35,25.790000000000003,15.384615384615383,28.360000000000003,21.94,15.97,17.76
0306302006,Dénia,Alicante,1622,12950,37.3,NA,NA,4.93382145874402,13.35,25.790000000000003,15.384615384615383,28.360000000000003,21.94,15.97,17.76
0306303001,Dénia,Alicante,874,16450,25.7,NA,NA,4.3956043956044,17.23,18.11,NA,26.43,36.66,11.67,21.74
0306303002,Dénia,Alicante,1637,12250,36.5,NA,NA,4.54124579124579,15.43,26.24,14.61187214611872,31.09,23.549999999999997,14.91,18.81
0306303002,Dénia,Alicante,1637,12250,36.5,NA,NA,4.54124579124579,15.43,26.24,14.61187214611872,31.09,23.549999999999997,14.91,18.81
0306303003,Dénia,Alicante,3359,18550,17.5,19.3,14.5,7.85714285714286,15.32,12.72,11.574074074074074,28.76,38.97,15.27,18.73
0306303003,Dénia,Alicante,3359,18550,17.5,19.3,14.5,7.85714285714286,15.32,12.72,11.574074074074074,28.76,38.97,15.27,18.73
0306303004,Dénia,Alicante,1810,15050,25.1,NA,NA,4.95049504950495,17.1,16.669999999999998,13.191489361702128,21.6,26.15,16.96,20.549999999999997
0306303004,Dénia,Alicante,1810,15050,25.1,NA,NA,4.95049504950495,17.1,16.669999999999998,13.191489361702128,21.6,26.15,16.96,20.549999999999997
0306303005,Dénia,Alicante,1980,15750,25.9,NA,NA,5.0561797752809,20.119999999999997,14.23,10.75268817204301,37.07,32.68,14.39,24.09
0306303005,Dénia,Alicante,1980,15750,25.9,NA,NA,5.0561797752809,20.119999999999997,14.23,11.11111111111111,37.07,32.68,14.39,24.09
0306304001,Dénia,Alicante,884,12250,40.8,NA,NA,4.35285241433022,17.05,19.15,NA,32.01,28.08,11.76,22.51
0306304002,Dénia,Alicante,1259,12950,36.8,NA,NA,4.12371134020619,15.77,28.04,NA,30.42,21.17,13.34,19.86
0306304003,Dénia,Alicante,1489,11550,34.1,NA,NA,4.47702834799609,15.329999999999998,25.34,16.129032258064516,34.12,18.39,12.36,19.950000000000003
0306304003,Dénia,Alicante,1489,11550,34.1,NA,NA,4.47702834799609,15.329999999999998,25.34,15.053763440860216,34.12,18.39,12.36,19.950000000000003
0306304004,Dénia,Alicante,1301,12950,34.1,NA,NA,4.25948509485095,11.4,27.589999999999996,NA,30.44,22.05,18.45,13.76
0306304005,Dénia,Alicante,1978,15050,25.4,NA,NA,4.91570929070929,12.3,15.85,13.962264150943396,26.49,27.55,15.77,15.02
0306304005,Dénia,Alicante,1978,15050,25.4,NA,NA,4.91570929070929,12.3,15.85,13.962264150943396,26.49,27.55,15.77,15.02
0306304006,Dénia,Alicante,1342,11550,39.1,NA,NA,4.06144781144781,16.88,28.57,13.872832369942197,30.33,16.02,13.04,19.75
0306304006,Dénia,Alicante,1342,11550,39.1,NA,NA,4.06144781144781,16.88,28.57,13.79310344827586,30.33,16.02,13.04,19.75
0306304007,Dénia,Alicante,2279,14350,24,NA,NA,5.16958841463415,12.67,18.75,14.385964912280702,22.99,30.18,19.31,13.47
0306304007,Dénia,Alicante,2279,14350,24,NA,NA,5.16958841463415,12.67,18.75,14.385964912280702,22.99,30.18,19.31,13.47
0306304008,Dénia,Alicante,2054,14350,27.4,NA,NA,5.23162481366816,10.23,21.709999999999997,15.2,22.83,20.28,13.83,12.509999999999998
0306304008,Dénia,Alicante,2054,14350,27.4,NA,NA,5.23162481366816,10.23,21.709999999999997,14.8,22.83,20.28,13.83,12.509999999999998
0306304009,Dénia,Alicante,1900,12950,29.6,NA,NA,4.81814634992197,12.56,23.26,13.080168776371307,20.95,20.630000000000003,15.79,14.84
0306304009,Dénia,Alicante,1900,12950,29.6,NA,NA,4.81814634992197,12.56,23.26,13.50210970464135,20.95,20.630000000000003,15.79,14.84
0306304010,Dénia,Alicante,1830,13650,28.1,NA,NA,5.36048248173154,13.19,21.02,11.965811965811966,24.81,24.67,14.26,15.57
0306304010,Dénia,Alicante,1830,13650,28.1,NA,NA,5.36048248173154,13.19,21.02,11.538461538461538,24.81,24.67,14.26,15.57
0306401001,Dolores,Alicante,2304,12250,32.8,NA,NA,3.01098901098901,14.11,22.92,11.619718309859154,13.37,17.37,17.53,15.8
0306401001,Dolores,Alicante,2304,12250,32.8,NA,NA,3.01098901098901,14.11,22.92,11.619718309859154,13.37,17.37,17.53,15.8
0306401002,Dolores,Alicante,2632,12950,34,46.8,22.7,4.02298850574713,14.49,19.03,12.094395280235988,16.03,17.29,18.47,16.49
0306401002,Dolores,Alicante,2632,12950,34,46.8,22.7,4.02298850574713,14.49,19.03,12.058823529411764,16.03,17.29,18.47,16.49
0306401003,Dolores,Alicante,1396,12250,36.6,NA,NA,2.70341360766893,17.25,27.97,11.046511627906977,12.18,13.750000000000002,14.04,19.34
0306401003,Dolores,Alicante,1396,12250,36.6,NA,NA,2.70341360766893,17.25,27.97,11.627906976744184,12.18,13.750000000000002,14.04,19.34
0306402001,Dolores,Alicante,1282,10150,46.8,NA,NA,NA,21.01,27.13,9.580838323353293,39.7,12.07,17.94,23.71
0306402001,Dolores,Alicante,1282,10150,46.8,NA,NA,NA,21.01,27.13,8.982035928143713,39.7,12.07,17.94,23.71
0306501001,Elche/Elx,Alicante,723,17850,20.4,NA,NA,5.41172849007234,19.72,18.77,NA,8.99,41.93,10.93,26.56
0306501002,Elche/Elx,Alicante,823,22050,18.5,NA,NA,4.6018921972081,21.81,11.05,NA,8.63,44.190000000000005,14.22,29.160000000000004
0306501003,Elche/Elx,Alicante,859,19950,11.6,NA,NA,5.23310748800945,21.39,12.27,NA,9.55,44.23,11.29,27.94
0306501004,Elche/Elx,Alicante,971,19950,19.6,NA,NA,4.62823275862069,17.23,15.96,NA,11.12,41.79,11.53,24.72
0306501005,Elche/Elx,Alicante,930,16450,24.1,NA,NA,4.26136363636364,19.73,19.48,NA,12.58,38.96,12.8,24.41
0306501006,Elche/Elx,Alicante,2147,18550,20.9,NA,NA,4.89393125671321,16.03,16.23,12.014134275618376,10.85,42.48,15.46,19.139999999999997
0306501006,Elche/Elx,Alicante,2147,18550,20.9,NA,NA,4.89393125671321,16.03,16.23,12.05673758865248,10.85,42.48,15.46,19.139999999999997
0306501007,Elche/Elx,Alicante,1029,15750,25.3,NA,NA,4.35894018552084,17.47,24.4,NA,15.35,28.000000000000004,13.22,20.89
0306501008,Elche/Elx,Alicante,1407,14350,22.5,NA,NA,4.35643564356436,16.830000000000002,22.27,11.11111111111111,12.15,22.8,14.29,20.11
0306501008,Elche/Elx,Alicante,1407,14350,22.5,NA,NA,4.35643564356436,16.830000000000002,22.27,11.1731843575419,12.15,22.8,14.29,20.11
0306501009,Elche/Elx,Alicante,1788,14350,25.6,NA,NA,5.37461089966238,14.3,22.55,10.878661087866108,14.09,27.339999999999996,14.71,18.18
0306501009,Elche/Elx,Alicante,1788,14350,25.6,NA,NA,5.37461089966238,14.3,22.55,11.715481171548117,14.09,27.339999999999996,14.71,18.18
0306501010,Elche/Elx,Alicante,1023,13650,25.8,NA,NA,4.47087388398725,14.71,28.84,NA,11.34,22.11,10.26,17.11
0306501011,Elche/Elx,Alicante,929,12950,30.9,NA,NA,4.22717673814165,21.73,31.4,NA,16.68,18.73,10.33,25.08
0306501012,Elche/Elx,Alicante,1272,12250,34.2,NA,NA,4.18975069252078,18.2,28.52,NA,21.54,19.3,14.47,21.7
0306501013,Elche/Elx,Alicante,1781,13650,27.6,NA,NA,4.50834899585813,11.76,24.43,11.267605633802816,10.33,23.73,16,13.7
0306501013,Elche/Elx,Alicante,1781,13650,27.6,NA,NA,4.50834899585813,11.76,24.43,11.267605633802816,10.33,23.73,16,13.7
0306501014,Elche/Elx,Alicante,1071,12950,34.2,NA,NA,3.91841116478798,18.21,31.76,NA,17.27,20.28,14.38,20.92
0306501015,Elche/Elx,Alicante,2014,15050,20.5,NA,NA,4.54265480895916,7.89,18.76,12.446351931330472,5.91,24.52,17.580000000000002,8.44
0306501015,Elche/Elx,Alicante,2014,15050,20.5,NA,NA,4.54265480895916,7.89,18.76,11.965811965811966,5.91,24.52,17.580000000000002,8.44
0306501016,Elche/Elx,Alicante,1703,17150,16.6,NA,NA,4.67289719626168,7.35,13.52,13.259668508287293,6.75,34.63,13.68,7.81
0306501016,Elche/Elx,Alicante,1703,17150,16.6,NA,NA,4.67289719626168,7.35,13.52,13.259668508287293,6.75,34.63,13.68,7.81
0306501017,Elche/Elx,Alicante,2160,17150,13.7,NA,NA,5.70200858923685,7.64,11.26,10.236220472440944,6.4399999999999995,41.2,30.320000000000004,7.449999999999999
0306501017,Elche/Elx,Alicante,2160,17150,13.7,NA,NA,5.70200858923685,7.64,11.26,10.276679841897232,6.4399999999999995,41.2,30.320000000000004,7.449999999999999
0306501018,Elche/Elx,Alicante,1504,18550,10.6,NA,NA,5.99479166666667,6.93,11.41,NA,4.19,38.04,27.99,5.59
0306501019,Elche/Elx,Alicante,2346,17150,13.8,NA,NA,5.62829773782448,5.7299999999999995,11.92,12.5,5.2,39.04,32.31,5.16
0306501019,Elche/Elx,Alicante,2346,17150,13.8,NA,NA,5.62829773782448,5.7299999999999995,11.92,12.12121212121212,5.2,39.04,32.31,5.16
0306501020,Elche/Elx,Alicante,2209,18550,12.2,NA,NA,5.69461402794736,5.489999999999999,11.4,10.236220472440944,5.12,42.93,29.880000000000003,4.44
0306501020,Elche/Elx,Alicante,2209,18550,12.2,NA,NA,5.69461402794736,5.489999999999999,11.4,10.236220472440944,5.12,42.93,29.880000000000003,4.44
0306501021,Elche/Elx,Alicante,1802,21350,9.3,NA,NA,6.13523416442049,4.19,8.85,10.679611650485436,7.16,47.98,28.52,4.109999999999999
0306501021,Elche/Elx,Alicante,1802,21350,9.3,NA,NA,6.13523416442049,4.19,8.85,10.679611650485436,7.16,47.98,28.52,4.109999999999999
0306502001,Elche/Elx,Alicante,986,17150,20.9,NA,NA,5.08457711442786,17.97,16.49,NA,10.14,42.36,13.08,23.43
0306502002,Elche/Elx,Alicante,826,22750,11.9,NA,NA,4.75609756097561,17.96,15.6,NA,11.38,47.81,14.41,22.64
0306502003,Elche/Elx,Alicante,1364,17150,23.1,NA,NA,4.58333333333333,17.37,18.790000000000003,15.028901734104046,12.32,42.15,16.86,21.63
0306502003,Elche/Elx,Alicante,1364,17150,23.1,NA,NA,4.58333333333333,17.37,18.790000000000003,15.606936416184972,12.32,42.15,16.86,21.63
0306502004,Elche/Elx,Alicante,1216,17150,21.6,NA,NA,4.76388220189376,18.45,18.18,NA,11.35,41.74,14.88,21.3
0306502005,Elche/Elx,Alicante,1305,15050,23.4,NA,NA,3.80406533993053,18.27,22.03,10.179640718562874,11.88,25.6,13.18,20.77
0306502005,Elche/Elx,Alicante,1305,15050,23.4,NA,NA,3.80406533993053,18.27,22.03,10.179640718562874,11.88,25.6,13.18,20.77
0306502006,Elche/Elx,Alicante,904,10150,50.2,NA,NA,4.90196078431372,16.619999999999997,42.13,NA,17.150000000000002,10.42,16.150000000000002,19.69
0306502007,Elche/Elx,Alicante,763,16450,22.4,NA,NA,4.28571428571429,21.1,20.87,NA,8.649999999999999,30.89,14.29,24.12
0306502008,Elche/Elx,Alicante,1177,10850,47.3,NA,NA,5.83333333333333,16.939999999999998,39.92,14.285714285714286,17.669999999999998,12.01,17.25,19.37
0306502008,Elche/Elx,Alicante,1177,10850,47.3,NA,NA,5.83333333333333,16.939999999999998,39.92,14.285714285714286,17.669999999999998,12.01,17.25,19.37
0306502009,Elche/Elx,Alicante,1405,8750,60.3,NA,NA,NA,14.41,63.71,19.526627218934912,4.34,4.02,18.51,15.52
0306502009,Elche/Elx,Alicante,1405,8750,60.3,NA,NA,NA,14.41,63.71,18.93491124260355,4.34,4.02,18.51,15.52
0306502010,Elche/Elx,Alicante,899,8050,60.3,NA,NA,NA,9.42,67.71000000000001,NA,3.67,2.81,20.91,10.12
0306502011,Elche/Elx,Alicante,1355,6650,60.3,NA,NA,NA,11.41,81.89999999999999,NA,1.99,0.93,28.860000000000003,10.11
0306502012,Elche/Elx,Alicante,1341,19950,14.2,NA,NA,5.06059510193097,13.84,17.16,NA,4.1000000000000005,42.77,16.48,15.21
0306502013,Elche/Elx,Alicante,834,16450,23.6,NA,NA,3.76106355897798,17.02,19.07,NA,12.83,37.73,15.47,19.54
0306502014,Elche/Elx,Alicante,1014,18550,21.3,NA,NA,5.42357862418346,18.4,17.43,NA,9.37,35.089999999999996,13.71,20.91
0306502015,Elche/Elx,Alicante,1162,17150,18.6,NA,NA,5.18658424908425,17.169999999999998,14.72,NA,7.489999999999999,36.55,14.29,18.59
0306502016,Elche/Elx,Alicante,1042,15050,26.3,NA,NA,5.12820512820513,16.28,25.75,NA,9.02,28.72,17.47,16.99
0306502017,Elche/Elx,Alicante,840,12250,32.6,NA,NA,5.68830712567217,15.87,25.94,NA,8.81,23.74,15.24,19.88
0306502018,Elche/Elx,Alicante,795,12250,31.4,NA,NA,3.64580614457774,17.18,25.2,NA,13.33,19.97,14.34,20.25
0306502019,Elche/Elx,Alicante,1618,14350,22.2,NA,NA,4.15552426644417,11.96,18,11.330049261083744,8.53,24.28,16.25,14.65
0306502019,Elche/Elx,Alicante,1618,14350,22.2,NA,NA,4.15552426644417,11.96,18,11.330049261083744,8.53,24.28,16.25,14.65
