codigo_secc,mun,prov,pob,renta_med,pobreza_pc,pobreza_menores_pc,pobreza_mayores_pc,precio_alquiler,jubilados_pc,parados_pc,monoparental_pc,extranjeros_pc,estudios_sup_pc,menores_pc,mayores_pc
4609401011,Catarroja,Valencia/Valéncia,1133,10150,46.8,NA,NA,4.63139870223504,13.84,36.66,NA,29.299999999999997,12.8,15.18,17.919999999999998
4609401012,Catarroja,Valencia/Valéncia,1209,12950,32,NA,NA,4.48670675440587,17.84,25.7,NA,22.25,16.86,15.14,22
4609401013,Catarroja,Valencia/Valéncia,2613,15750,21.8,23.2,24.3,4.85404616814708,10.5,17.41,9.393939393939394,14.01,29.6,23.84,12.09
4609401013,Catarroja,Valencia/Valéncia,2613,15750,21.8,23.2,24.3,4.85404616814708,10.5,17.41,9.422492401215806,14.01,29.6,23.84,12.09
4609401014,Catarroja,Valencia/Valéncia,13,16450,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4609401015,Catarroja,Valencia/Valéncia,1574,15050,20.7,NA,NA,4.45299145299145,10.47,17.7,12.041884816753926,9.15,26.46,20.52,10.8
4609401015,Catarroja,Valencia/Valéncia,1574,15050,20.7,NA,NA,4.45299145299145,10.47,17.7,12.041884816753926,9.15,26.46,20.52,10.8
4609401016,Catarroja,Valencia/Valéncia,1747,16450,19.4,NA,NA,4.58949634899831,10.1,14.05,11.267605633802816,9.39,32.2,18.95,12.08
4609401016,Catarroja,Valencia/Valéncia,1747,16450,19.4,NA,NA,4.58949634899831,10.1,14.05,11.267605633802816,9.39,32.2,18.95,12.08
4609401017,Catarroja,Valencia/Valéncia,2470,19250,9.5,NA,NA,4.9374400448328,6.39,10.81,11.186440677966102,7.13,42.36,27.17,6.15
4609401017,Catarroja,Valencia/Valéncia,2470,19250,9.5,NA,NA,4.9374400448328,6.39,10.81,11.14864864864865,7.13,42.36,27.17,6.15
4609401018,Catarroja,Valencia/Valéncia,2668,19250,12.7,NA,NA,4.85981212927934,9.95,14.01,11.254019292604502,8.06,33.94,19.38,10.53
4609401018,Catarroja,Valencia/Valéncia,2668,19250,12.7,NA,NA,4.85981212927934,9.95,14.01,11.254019292604502,8.06,33.94,19.38,10.53
4609401019,Catarroja,Valencia/Valéncia,2709,19950,9.9,11,11.2,5.42168674698795,7.89,10.39,9.202453987730062,5.91,48.14,26.540000000000003,7.049999999999999
4609401019,Catarroja,Valencia/Valéncia,2709,19950,9.9,11,11.2,5.42168674698795,7.89,10.39,9.50920245398773,5.91,48.14,26.540000000000003,7.049999999999999
4609501001,Caudete de las Fuentes,Valencia/Valéncia,719,13650,26.6,NA,NA,NA,22.770000000000003,8.39,NA,9.46,23.09,12.659999999999998,31.15
4609601001,Cerdà,Valencia/Valéncia,348,14350,NA,NA,NA,NA,15.17,16.86,NA,6.32,21.03,16.669999999999998,16.09
4609701001,Cofrentes,Valencia/Valéncia,1124,19950,6.5,NA,NA,NA,23.56,9.24,NA,6.23,24.46,10.14,27.4
4609801001,Corbera,Valencia/Valéncia,1323,15750,17.5,NA,NA,2.32323232323232,20.34,14.98,9.72972972972973,6.05,27.089999999999996,16.02,22.37
4609801001,Corbera,Valencia/Valéncia,1323,15750,17.5,NA,NA,2.32323232323232,20.34,14.98,9.72972972972973,6.05,27.089999999999996,16.02,22.37
4609801002,Corbera,Valencia/Valéncia,988,13650,22.8,NA,NA,2.96555086122847,20.31,16.56,NA,7.19,18.05,14.78,21.86
4609801003,Corbera,Valencia/Valéncia,785,15050,25.4,NA,NA,2.85077537375801,19.69,15.97,NA,13.63,21.23,17.2,20
4609901001,Cortes de Pallás,Valencia/Valéncia,773,16450,16.2,NA,NA,NA,26.36,15.62,NA,4.14,20.52,4.79,37.9
4610001001,Cotes,Valencia/Valéncia,328,15050,NA,NA,NA,NA,22.3,12.05,NA,7.93,15.88,9.76,25.3
4610101001,Quart de les Valls,Valencia/Valéncia,1049,16450,13.6,NA,NA,NA,24.3,7.65,NA,8.200000000000001,24.75,15.25,24.5
4610201001,Quart de Poblet,Valencia/Valéncia,1664,17150,13.4,NA,NA,4.61538461538462,21.3,17.53,10.328638497652582,9.44,28.87,14.24,24.28
4610201001,Quart de Poblet,Valencia/Valéncia,1664,17150,13.4,NA,NA,4.61538461538462,21.3,17.53,10.280373831775702,9.44,28.87,14.24,24.28
4610201002,Quart de Poblet,Valencia/Valéncia,1379,17150,17.2,NA,NA,4.28502415458937,19.65,18.24,11.475409836065571,10.22,28.52,12.55,25.09
4610201002,Quart de Poblet,Valencia/Valéncia,1379,17150,17.2,NA,NA,4.28502415458937,19.65,18.24,11.475409836065571,10.22,28.52,12.55,25.09
4610201003,Quart de Poblet,Valencia/Valéncia,1343,16450,19.5,NA,NA,4.9095547309833,18.4,20.06,13.58695652173913,15.04,22.83,12.58,22.93
4610201003,Quart de Poblet,Valencia/Valéncia,1343,16450,19.5,NA,NA,4.9095547309833,18.4,20.06,14.130434782608695,15.04,22.83,12.58,22.93
4610201004,Quart de Poblet,Valencia/Valéncia,1254,16450,13.1,NA,NA,4.92957746478873,21.76,18.8,12.29050279329609,7.340000000000001,25.929999999999996,12.04,27.83
4610201004,Quart de Poblet,Valencia/Valéncia,1254,16450,13.1,NA,NA,4.92957746478873,21.76,18.8,12.29050279329609,7.340000000000001,25.929999999999996,12.04,27.83
4610201005,Quart de Poblet,Valencia/Valéncia,953,15050,21,NA,NA,5.43478260869565,19.76,18.22,NA,10.39,20.73,13.96,25.5
4610201006,Quart de Poblet,Valencia/Valéncia,859,13650,27.8,NA,NA,5.26100628930818,15.7,19.6,NA,17.69,18.12,13.27,20.95
4610201007,Quart de Poblet,Valencia/Valéncia,1282,15750,13.3,NA,NA,4.71830985915493,16.56,14.47,NA,4.52,23.84,14.27,20.200000000000003
4610201008,Quart de Poblet,Valencia/Valéncia,1061,13650,27.9,NA,NA,5.40011698910004,17.76,26.1,NA,16.78,15.07,12.44,24.32
4610201009,Quart de Poblet,Valencia/Valéncia,1405,14350,24.8,NA,NA,5.04808988764045,17.27,19.1,15.135135135135137,13.45,20.58,15.939999999999998,21.85
4610201009,Quart de Poblet,Valencia/Valéncia,1405,14350,24.8,NA,NA,5.04808988764045,17.27,19.1,15.135135135135137,13.45,20.58,15.939999999999998,21.85
4610201010,Quart de Poblet,Valencia/Valéncia,1115,15750,17.2,NA,NA,5.55555555555556,22.45,18.8,NA,6.909999999999999,21.22,12.91,29.69
4610201011,Quart de Poblet,Valencia/Valéncia,1048,15050,21.3,NA,NA,5.21859654783105,21.03,18.7,NA,13.65,24.38,14.69,26.15
4610201012,Quart de Poblet,Valencia/Valéncia,1428,17150,15.6,NA,NA,5.12367255779703,14.07,17.68,11.695906432748538,9.31,27.02,17.86,18.14
4610201012,Quart de Poblet,Valencia/Valéncia,1428,17150,15.6,NA,NA,5.12367255779703,14.07,17.68,12.280701754385966,9.31,27.02,17.86,18.14
4610201013,Quart de Poblet,Valencia/Valéncia,1352,14350,25.2,NA,NA,3.84615384615385,15.03,29.520000000000003,13.068181818181818,6.069999999999999,11,11.91,17.46
4610201013,Quart de Poblet,Valencia/Valéncia,1352,14350,25.2,NA,NA,3.84615384615385,15.03,29.520000000000003,13.068181818181818,6.069999999999999,11,11.91,17.46
4610201014,Quart de Poblet,Valencia/Valéncia,934,12250,31.9,NA,NA,4.29891509179992,18.25,29.799999999999997,NA,8.24,9.89,15.52,22.59
4610201015,Quart de Poblet,Valencia/Valéncia,911,16450,15.8,NA,NA,5.07524472412916,20.93,17.48,NA,5.82,21.56,12.95,28.21
4610201016,Quart de Poblet,Valencia/Valéncia,1719,17150,15,NA,NA,5.07246376811594,13.74,13.4,9.166666666666666,7.1,33.78,17.86,16.580000000000002
4610201016,Quart de Poblet,Valencia/Valéncia,1719,17150,15,NA,NA,5.07246376811594,13.74,13.4,9.583333333333334,7.1,33.78,17.86,16.580000000000002
4610201018,Quart de Poblet,Valencia/Valéncia,1027,15750,21.6,NA,NA,5.51215277777778,19.76,18.2,NA,15.19,28.24,17.23,24.54
4610201019,Quart de Poblet,Valencia/Valéncia,1158,14350,23.9,NA,NA,5,18.23,24.25,NA,11.57,18.709999999999997,11.4,24.7
4610201020,Quart de Poblet,Valencia/Valéncia,1120,19250,12.7,NA,NA,5.43030860550064,8.88,12.09,NA,9.02,38.67,23.57,10.36
4610201021,Quart de Poblet,Valencia/Valéncia,965,17150,12.8,NA,NA,5.17301771890203,13.62,16.17,NA,2.3800000000000003,28.15,9.43,17.1
4610201022,Quart de Poblet,Valencia/Valéncia,1078,16450,13.4,NA,NA,5.0561797752809,14.02,19.62,NA,5.01,22.46,8.72,17.810000000000002
4610301001,Quartell,Valencia/Valéncia,1652,19250,12.8,NA,NA,3.5,24.23,7.24,10.344827586206897,6.17,29.76,13.56,26.94
4610301001,Quartell,Valencia/Valéncia,1652,19250,12.8,NA,NA,3.5,24.23,7.24,10.83743842364532,6.17,29.76,13.56,26.94
4610401001,Quatretonda,Valencia/Valéncia,1351,15750,17.4,NA,NA,NA,23.47,7.109999999999999,9.782608695652174,2.6599999999999997,25.619999999999997,10.73,28.28
4610401001,Quatretonda,Valencia/Valéncia,1351,15750,17.4,NA,NA,NA,23.47,7.109999999999999,9.782608695652174,2.6599999999999997,25.619999999999997,10.73,28.28
4610401002,Quatretonda,Valencia/Valéncia,801,15750,16.4,NA,NA,NA,18.22,9.11,NA,3.37,29.799999999999997,11.61,23.22
4610501001,Cullera,Valencia/Valéncia,648,14350,27.4,NA,NA,5.8543627031651,16.520000000000003,18.69,NA,12.19,23.48,11.27,22.84
4610501003,Cullera,Valencia/Valéncia,1296,16450,21.7,NA,NA,3.48813351106929,20.24,18.459999999999997,12.865497076023392,15.82,28.76,11.19,26.39
4610501003,Cullera,Valencia/Valéncia,1296,16450,21.7,NA,NA,3.48813351106929,20.24,18.459999999999997,12.941176470588236,15.82,28.76,11.19,26.39
4610502001,Cullera,Valencia/Valéncia,1594,15750,23.2,NA,NA,4,19.49,17.65,13.397129186602871,17.57,27.38,10.85,27.16
4610502001,Cullera,Valencia/Valéncia,1594,15750,23.2,NA,NA,4,19.49,17.65,12.91866028708134,17.57,27.38,10.85,27.16
4610502002,Cullera,Valencia/Valéncia,1265,15050,25.2,NA,NA,3.75,17.09,17.39,NA,25.06,24.27,13.04,21.26
4610502003,Cullera,Valencia/Valéncia,970,13650,25.6,NA,NA,4.02108665537941,18.14,23.26,NA,17.84,21.36,13.61,22.89
4610503001,Cullera,Valencia/Valéncia,1443,12250,35.5,NA,NA,4.13902331304714,16.259999999999998,28.48,11.5,17.53,14.62,11.37,22.52
4610503001,Cullera,Valencia/Valéncia,1443,12250,35.5,NA,NA,4.13902331304714,16.259999999999998,28.48,11,17.53,14.62,11.37,22.52
4610504001,Cullera,Valencia/Valéncia,1815,15050,22.2,NA,NA,3.81383322559793,16.54,20.75,11.659192825112108,11.46,20.87,13.39,19.94
4610504001,Cullera,Valencia/Valéncia,1815,15050,22.2,NA,NA,3.81383322559793,16.54,20.75,11.607142857142858,11.46,20.87,13.39,19.94
4610504002,Cullera,Valencia/Valéncia,867,10850,42.1,NA,NA,NA,16.23,33.62,NA,9.46,9.43,16.84,18.34
4610504003,Cullera,Valencia/Valéncia,586,12950,28.6,NA,NA,NA,18.07,38.26,NA,6.3100000000000005,6.16,16.89,18.94
4610505001,Cullera,Valencia/Valéncia,1723,13650,31,NA,NA,4.71902389845389,16.08,21.64,9.787234042553193,24.26,25.369999999999997,13.76,19.79
4610505001,Cullera,Valencia/Valéncia,1723,13650,31,NA,NA,4.71902389845389,16.08,21.64,9.787234042553193,24.26,25.369999999999997,13.76,19.79
4610505002,Cullera,Valencia/Valéncia,2905,14350,23,NA,NA,4.47368421052632,14.66,15.160000000000002,13.6986301369863,16.21,27.71,16.14,16.869999999999997
4610505002,Cullera,Valencia/Valéncia,2905,14350,23,NA,NA,4.47368421052632,14.66,15.160000000000002,13.934426229508198,16.21,27.71,16.14,16.869999999999997
4610505003,Cullera,Valencia/Valéncia,2751,15750,22.3,24.6,18.2,5.37297749254271,17.87,16.79,11.082474226804123,20.68,30.49,16.18,20.47
4610505003,Cullera,Valencia/Valéncia,2751,15750,22.3,24.6,18.2,5.37297749254271,17.87,16.79,11.11111111111111,20.68,30.49,16.18,20.47
4610505004,Cullera,Valencia/Valéncia,589,18200,16.4,NA,NA,NA,13.56,18.41,NA,21.22,34.82,16.13,16.81
4610506001,Cullera,Valencia/Valéncia,1894,12950,35.6,NA,NA,5.42108632753453,20.979999999999997,24.48,7.961783439490445,36.91,25.1,11.67,27.19
4610506001,Cullera,Valencia/Valéncia,1894,12950,35.6,NA,NA,5.42108632753453,20.979999999999997,24.48,7.987220447284345,36.91,25.1,11.67,27.19
4610506002,Cullera,Valencia/Valéncia,2378,19950,18.1,NA,NA,7.23684210526316,18.72,13.900000000000002,8.505154639175258,20.19,43.71,10.81,23.21
4610506002,Cullera,Valencia/Valéncia,2378,19950,18.1,NA,NA,7.23684210526316,18.72,13.900000000000002,8.24742268041237,20.19,43.71,10.81,23.21
4610601001,Chelva,Valencia/Valéncia,938,15050,22.2,NA,NA,3.26315789473684,23.22,14.04,NA,5.54,24.18,11.83,26.97
4610601003,Chelva,Valencia/Valéncia,662,17150,14.2,NA,NA,4.00538707102953,27.21,9.41,NA,6.34,20.03,9.52,35.35
4610701001,Chella,Valencia/Valéncia,992,13650,30.7,NA,NA,2.07704011265106,21.75,21.53,NA,14.01,14.98,9.17,26.92
4610701002,Chella,Valencia/Valéncia,1465,15050,22.5,NA,NA,2.73101384212495,17.19,19.61,10.309278350515465,14.4,19.37,15.43,21.02
4610701002,Chella,Valencia/Valéncia,1465,15050,22.5,NA,NA,2.73101384212495,17.19,19.61,10.309278350515465,14.4,19.37,15.43,21.02
4610801001,Chera,Valencia/Valéncia,492,14350,NA,NA,NA,NA,25.94,18.48,NA,6.5,18.18,8.33,34.35
4610901001,Cheste,Valencia/Valéncia,1413,16450,18.6,NA,NA,3.49479761451592,18.25,10.31,12.021857923497269,11.54,23.92,15.07,21.02
4610901001,Cheste,Valencia/Valéncia,1413,16450,18.6,NA,NA,3.49479761451592,18.25,10.31,12.021857923497269,11.54,23.92,15.07,21.02
4610901002,Cheste,Valencia/Valéncia,1986,14350,24.9,NA,NA,3.60171957671958,15.25,15.010000000000002,13.076923076923077,22.05,20.74,16.470000000000002,17.419999999999998
4610901002,Cheste,Valencia/Valéncia,1986,14350,24.9,NA,NA,3.60171957671958,15.25,15.010000000000002,13.076923076923077,22.05,20.74,16.470000000000002,17.419999999999998
4610901003,Cheste,Valencia/Valéncia,502,15050,25.6,NA,NA,3.57291666666667,16.439999999999998,10.8,NA,14.74,25.230000000000004,13.94,18.13
4610902001,Cheste,Valencia/Valéncia,1862,17850,17,NA,NA,4.0393427741467,16.13,9.79,12.605042016806722,10.85,29.35,16.76,17.29
4610902001,Cheste,Valencia/Valéncia,1862,17850,17,NA,NA,4.0393427741467,16.13,9.79,12.184873949579831,10.85,29.35,16.76,17.29
4610902002,Cheste,Valencia/Valéncia,1899,15050,26.3,NA,NA,3.81578947368421,16.12,15.989999999999998,8.661417322834646,14.8,23.77,15.38,18.48
4610902002,Cheste,Valencia/Valéncia,1899,15050,26.3,NA,NA,3.81578947368421,16.12,15.989999999999998,8.661417322834646,14.8,23.77,15.38,18.48
4610903001,Cheste,Valencia/Valéncia,1217,16450,19.5,NA,NA,3.27868852459016,19.51,11.98,NA,13.56,25.09,13.23,23.5
4611001001,Xirivella,Valencia/Valéncia,1022,10150,45.3,NA,NA,4.71698113207547,14.85,28.050000000000004,NA,39.43,15.78,15.659999999999998,17.22
4611001003,Xirivella,Valencia/Valéncia,1054,12950,37.6,NA,NA,5.07246376811594,15.340000000000002,26.290000000000003,NA,35.099999999999994,19.48,15.28,18.5
4611001005,Xirivella,Valencia/Valéncia,2117,10850,42,NA,NA,5.06493506493506,15.509999999999998,26.27,14.695340501792115,35.38,14.510000000000002,15.35,21.4
4611001005,Xirivella,Valencia/Valéncia,2117,10850,42,NA,NA,5.06493506493506,15.509999999999998,26.27,14.336917562724016,35.38,14.510000000000002,15.35,21.4
4611001006,Xirivella,Valencia/Valéncia,1196,12250,39.3,NA,NA,4.54545454545455,17.02,26.290000000000003,NA,26,17.97,12.04,22.07
4611001007,Xirivella,Valencia/Valéncia,908,15750,22.5,NA,NA,4.86206896551724,17.810000000000002,22.3,NA,6.72,17.810000000000002,16.520000000000003,18.83
4611001008,Xirivella,Valencia/Valéncia,1519,14350,25.1,NA,NA,4.54372427983539,14.82,22.31,13.79310344827586,12.44,19.11,12.509999999999998,17.71
4611001008,Xirivella,Valencia/Valéncia,1519,14350,25.1,NA,NA,4.54372427983539,14.82,22.31,13.86138613861386,12.44,19.11,12.509999999999998,17.71
4611001009,Xirivella,Valencia/Valéncia,1389,14350,22.3,NA,NA,4.94505494505495,18.01,20.39,11.956521739130435,15.12,17.16,15.260000000000002,21.38
4611001009,Xirivella,Valencia/Valéncia,1389,14350,22.3,NA,NA,4.94505494505495,18.01,20.39,11.956521739130435,15.12,17.16,15.260000000000002,21.38
4611001010,Xirivella,Valencia/Valéncia,947,13650,26.6,NA,NA,5.36263736263736,15.409999999999998,22.66,NA,19.96,18.28,11.62,19.96
4611001011,Xirivella,Valencia/Valéncia,1029,17850,14.6,NA,NA,4.58658536585366,16.259999999999998,17.349999999999998,NA,11.18,25.17,12.73,18.85
4611001012,Xirivella,Valencia/Valéncia,1603,15050,28,NA,NA,4.4907807548257,11.56,19.97,11.320754716981131,16.53,24.98,19.59,14.29
4611001012,Xirivella,Valencia/Valéncia,1603,15050,28,NA,NA,4.4907807548257,11.56,19.97,10.90047393364929,16.53,24.98,19.59,14.29
4611001013,Xirivella,Valencia/Valéncia,1428,14350,27.8,NA,NA,4.88912314570209,15.3,20.3,11.794871794871796,25.629999999999995,27.41,14.43,18.35
4611001013,Xirivella,Valencia/Valéncia,1428,14350,27.8,NA,NA,4.88912314570209,15.3,20.3,12.307692307692308,25.629999999999995,27.41,14.43,18.35
4611001015,Xirivella,Valencia/Valéncia,767,14350,27.6,NA,NA,5.05276384730539,17.04,23.22,NA,21.38,22.52,11.99,20.47
4611001016,Xirivella,Valencia/Valéncia,1022,14350,26.1,NA,NA,4.33607520564042,18.01,19.18,NA,22.31,22.71,12.52,23.39
4611001017,Xirivella,Valencia/Valéncia,1033,13650,28,NA,NA,5.12713050314465,11.96,23.6,NA,22.75,19.82,15,14.91
4611001018,Xirivella,Valencia/Valéncia,788,15750,25.3,NA,NA,4.38323917137476,18.85,19.06,NA,22.46,24.15,13.83,21.95
4611001019,Xirivella,Valencia/Valéncia,1688,14350,24.6,NA,NA,5,16.3,19.97,12.903225806451612,14.93,20.23,14.22,19.67
4611001019,Xirivella,Valencia/Valéncia,1688,14350,24.6,NA,NA,5,16.3,19.97,12.903225806451612,14.93,20.23,14.22,19.67
4611001020,Xirivella,Valencia/Valéncia,1871,15750,20,NA,NA,4.76190476190476,21.36,20.75,13.095238095238097,14.64,22.98,10.9,24.05
4611001020,Xirivella,Valencia/Valéncia,1871,15750,20,NA,NA,4.76190476190476,21.36,20.75,12.648221343873518,14.64,22.98,10.9,24.05
4611001021,Xirivella,Valencia/Valéncia,3600,16450,18.2,NA,NA,4.85551075268817,10.76,12.25,9.885057471264368,8.75,31.65,21.28,11.47
4611001021,Xirivella,Valencia/Valéncia,3600,16450,18.2,NA,NA,4.85551075268817,10.76,12.25,9.862385321100918,8.75,31.65,21.28,11.47
4611001022,Xirivella,Valencia/Valéncia,2450,17850,15.2,NA,NA,4.86418387413963,15.15,17.78,12.89308176100629,14.94,32.58,11.92,17.43
4611001022,Xirivella,Valencia/Valéncia,2450,17850,15.2,NA,NA,4.86418387413963,15.15,17.78,12.57861635220126,14.94,32.58,11.92,17.43
4611001023,Xirivella,Valencia/Valéncia,803,11550,35.2,NA,NA,5.08358335833583,13.36,21.04,NA,32.629999999999995,20.39,11.46,21.54
4611001024,Xirivella,Valencia/Valéncia,2020,16450,17.4,NA,NA,5.00236836856801,9.45,12.2,9.205020920502092,10.79,31.46,23.51,10.5
4611001024,Xirivella,Valencia/Valéncia,2020,16450,17.4,NA,NA,5.00236836856801,9.45,12.2,9.243697478991596,10.79,31.46,23.51,10.5
4611101001,Chiva,Valencia/Valéncia,1476,15750,20.6,NA,NA,3.43137254901961,17.380000000000003,16.5,10.344827586206897,18.02,21.53,13.48,20.33
4611101001,Chiva,Valencia/Valéncia,1476,15750,20.6,NA,NA,3.43137254901961,17.380000000000003,16.5,10.891089108910892,18.02,21.53,13.48,20.33
4611101002,Chiva,Valencia/Valéncia,1597,14350,27.8,NA,NA,4.12371134020619,15.07,19.41,13.953488372093023,15.15,20.15,16.09,18.47
4611101002,Chiva,Valencia/Valéncia,1597,14350,27.8,NA,NA,4.12371134020619,15.07,19.41,14.418604651162791,15.15,20.15,16.09,18.47
4611101003,Chiva,Valencia/Valéncia,1568,15750,16.5,NA,NA,3.36986145809675,13.95,13.74,13.397129186602871,13.01,23.45,15.43,15.82
4611101003,Chiva,Valencia/Valéncia,1568,15750,16.5,NA,NA,3.36986145809675,13.95,13.74,12.91866028708134,13.01,23.45,15.43,15.82
4611101004,Chiva,Valencia/Valéncia,1513,17150,15.4,NA,NA,3.7593984962406,17.380000000000003,11.11,11.052631578947368,7.73,28.97,15.6,19.040000000000003
4611101004,Chiva,Valencia/Valéncia,1513,17150,15.4,NA,NA,3.7593984962406,17.380000000000003,11.11,10.99476439790576,7.73,28.97,15.6,19.040000000000003
4611101005,Chiva,Valencia/Valéncia,2238,19250,13.6,NA,NA,3.90158755737322,13.55,12.53,11.224489795918368,12.65,38,18.86,14.79
4611101005,Chiva,Valencia/Valéncia,2238,19250,13.6,NA,NA,3.90158755737322,13.55,12.53,10.921501706484642,12.65,38,18.86,14.79
4611101006,Chiva,Valencia/Valéncia,1077,16450,15.9,NA,NA,2.84673502428494,21.07,18.8,NA,9.94,19.21,14.95,21.82
4611101007,Chiva,Valencia/Valéncia,2341,21350,13.8,NA,NA,NA,9.67,10.56,9.79020979020979,13.97,45.01,15.63,10.81
4611101007,Chiva,Valencia/Valéncia,2341,21350,13.8,NA,NA,NA,9.67,10.56,9.44055944055944,13.97,45.01,15.63,10.81
4611101008,Chiva,Valencia/Valéncia,2761,19950,17.8,21.3,16,7.69230769230769,9.94,15.03,8.556149732620321,20.57,44.23,18.04,10.54
4611101008,Chiva,Valencia/Valéncia,2761,19950,17.8,21.3,16,7.69230769230769,9.94,15.03,8.823529411764707,20.57,44.23,18.04,10.54
4611101009,Chiva,Valencia/Valéncia,1369,19250,18.1,NA,NA,NA,11.1,13.18,10.869565217391305,16.36,33.129999999999995,17.09,11.54
4611101009,Chiva,Valencia/Valéncia,1369,19250,18.1,NA,NA,NA,11.1,13.18,10.326086956521738,16.36,33.129999999999995,17.09,11.54
4611201001,Chulilla,Valencia/Valéncia,696,15750,21.2,NA,NA,3.15166068922501,22.08,12.989999999999998,NA,14.66,29.020000000000003,8.91,28.88
4611301001,Daimús,Valencia/Valéncia,1582,17850,19.8,NA,NA,6.33185879087518,18.41,15.260000000000002,10.980392156862743,14.22,32.85,12.45,22.19
4611301001,Daimús,Valencia/Valéncia,1582,17850,19.8,NA,NA,6.33185879087518,18.41,15.260000000000002,10.588235294117649,14.22,32.85,12.45,22.19
4611301002,Daimús,Valencia/Valéncia,1747,17150,16.6,NA,NA,3.76344086021505,15.840000000000002,12.79,11.304347826086955,11.16,31.14,15.8,16.31
4611301002,Daimús,Valencia/Valéncia,1747,17150,16.6,NA,NA,3.76344086021505,15.840000000000002,12.79,11.73913043478261,11.16,31.14,15.8,16.31
4611401001,Domeño,Valencia/Valéncia,671,17150,14.6,NA,NA,NA,17.79,14.15,NA,7.449999999999999,21.24,13.71,22.21
4611501001,Dos Aguas,Valencia/Valéncia,314,16450,NA,NA,NA,NA,19.93,18.56,NA,2.23,12.24,8.92,27.389999999999997
4611601001,"Eliana, l'",Valencia/Valéncia,1547,17850,15.2,NA,NA,5.52227455943007,17.93,17.32,14.07766990291262,12.8,30.18,14.54,21.72
4611601001,"Eliana, l'",Valencia/Valéncia,1547,17850,15.2,NA,NA,5.52227455943007,17.93,17.32,14.07766990291262,12.8,30.18,14.54,21.72
4611601002,"Eliana, l'",Valencia/Valéncia,847,17150,20.5,NA,NA,5.19115646258503,18.32,17.130000000000003,NA,16.88,36.36,14.29,22.08
4611601003,"Eliana, l'",Valencia/Valéncia,3114,25550,8.9,13.2,6.7,6.31011597938144,17.48,11.38,10.893854748603353,14.099999999999998,47.599999999999994,14.93,19.91
4611601003,"Eliana, l'",Valencia/Valéncia,3114,25550,8.9,13.2,6.7,6.31011597938144,17.48,11.38,10.893854748603353,14.099999999999998,47.599999999999994,14.93,19.91
4611601004,"Eliana, l'",Valencia/Valéncia,1317,24150,11.2,NA,NA,8.06122448979592,16.669999999999998,12.06,NA,10.78,47.45,16.63,18.45
4611601005,"Eliana, l'",Valencia/Valéncia,2285,29050,6.9,NA,NA,NA,18.48,8.53,11.203319502074688,14.14,55.02,14.97,21.27
4611601005,"Eliana, l'",Valencia/Valéncia,2285,29050,6.9,NA,NA,NA,18.48,8.53,11.203319502074688,14.14,55.02,14.97,21.27
4611601006,"Eliana, l'",Valencia/Valéncia,2021,25550,8.6,NA,NA,NA,15.93,8.12,11.297071129707112,13.85,55.33,15.49,17.57
4611601006,"Eliana, l'",Valencia/Valéncia,2021,25550,8.6,NA,NA,NA,15.93,8.12,11.297071129707112,13.85,55.33,15.49,17.57
4611601007,"Eliana, l'",Valencia/Valéncia,2732,26950,8,7.5,6.3,NA,16.96,10.46,11.03448275862069,13.8,52.25,16.91,18.01
4611601007,"Eliana, l'",Valencia/Valéncia,2732,26950,8,7.5,6.3,NA,16.96,10.46,11.03448275862069,13.8,52.25,16.91,18.01
4611601008,"Eliana, l'",Valencia/Valéncia,748,17150,17.7,NA,NA,6.17495680967463,16.03,14.29,NA,12.17,35.099999999999994,16.580000000000002,17.78
4611601009,"Eliana, l'",Valencia/Valéncia,3315,22050,12.6,NA,NA,6.375050020008,15.64,14.93,13.425925925925926,13.36,41.61,15.54,17.919999999999998
4611601009,"Eliana, l'",Valencia/Valéncia,3315,22050,12.6,NA,NA,6.375050020008,15.64,14.93,13.194444444444445,13.36,41.61,15.54,17.919999999999998
4611601010,"Eliana, l'",Valencia/Valéncia,491,18550,18.9,NA,NA,5.47945205479452,18.23,16.23,NA,16.29,42.45,15.07,19.96
4611701001,Emperador,Valencia/Valéncia,692,19250,12.2,NA,NA,5.35211267605634,11.58,12.16,NA,8.53,38.79,21.39,11.85
4611801001,Enguera,Valencia/Valéncia,1597,15750,18.2,NA,NA,3.2890559732665,16.919999999999998,14.16,12.78538812785388,14.59,25.119999999999997,12.27,20.04
4611801001,Enguera,Valencia/Valéncia,1597,15750,18.2,NA,NA,3.2890559732665,16.919999999999998,14.16,12.78538812785388,14.59,25.119999999999997,12.27,20.04
4611801002,Enguera,Valencia/Valéncia,1505,15050,18.2,NA,NA,2.73109243697479,23.27,15.920000000000002,11.594202898550725,15.02,22.82,10.9,27.31
4611801002,Enguera,Valencia/Valéncia,1505,15050,18.2,NA,NA,2.73109243697479,23.27,15.920000000000002,12.01923076923077,15.02,22.82,10.9,27.31
4611801003,Enguera,Valencia/Valéncia,1773,15750,17.9,NA,NA,2.66472868217054,18.14,15.83,11.872146118721462,10.32,24.19,13.25,20.53
4611801003,Enguera,Valencia/Valéncia,1773,15750,17.9,NA,NA,2.66472868217054,18.14,15.83,11.363636363636363,10.32,24.19,13.25,20.53
4611901001,"Ènova, l'",Valencia/Valéncia,911,15750,18.4,NA,NA,NA,23.369999999999997,13.05,NA,4.279999999999999,20.73,12.62,28.43
