codigo_dist,mun,prov,pob,renta_med,pobreza_pc,pobreza_menores_pc,pobreza_mayores_pc,precio_alquiler,jubilados_pc,parados_pc,monoparental_pc,extranjeros_pc,estudios_sup_pc,menores_pc,mayores_pc
0309901,Orihuela,Alicante,6968,15050,26.3,35.6,17.1,3.54511123465927,15.32133703694893,18.52556671108798,13.764044943820224,19.588794489092997,29.499749506993833,15.7878214695752,18.4003214695752
0309902,Orihuela,Alicante,11261,17150,20.5,26.2,14.3,3.68421052631579,15.097320633866351,14.958109338215657,12.611607142857142,12.394791759168813,36.76822094560291,15.999262054879674,17.281167747091732
0309903,Orihuela,Alicante,4977,10850,44.1,60.3,25.8,3.37254901960784,15.353422386020434,29.378079434614985,12.254901960784316,17.45925858951175,14.269238324989503,18.60626280892103,16.756335141651597
0309904,Orihuela,Alicante,9275,12950,36,50,23.9,3.86187137017426,11.368207629217384,22.31982757460521,13.204747774480712,18.717138544474395,23.387149890672976,18.168223180592992,12.300311590296497
0309905,Orihuela,Alicante,24200,11550,40.6,55.4,23,6.17130582831802,27.660661114637737,18.54112176925307,6.384052485490789,77.38560247933884,7.967090343190144,11.463930165289256,34.92384834710744
0309906,Orihuela,Alicante,8188,13650,27.8,39.3,16.9,4.04624394660626,19.37532141124398,18.356174067867244,9.090909090909092,9.931301905227162,16.74674983586192,14.460310210063508,20.812077430385926
0309907,Orihuela,Alicante,8064,13650,28.6,40.2,21,2.96776729559748,17.931580881129996,16.120768381192846,10.9375,14.497313988095238,15.670749866381906,15.564892113095237,19.86846726190476
0309908,Orihuela,Alicante,5553,13650,25.9,37,16.7,NA,21.260074193445742,18.757376107200383,10.091743119266056,12.964359805510536,16.471022422300884,13.525416891770217,22.49193048802449
0310001,Parcent,Alicante,1004,13650,30.6,NA,NA,NA,26.450000000000003,16.939999999999998,NA,43.63,26.450000000000003,8.86,33.86
0310101,Pedreguer,Alicante,7968,14350,26,34.2,19.6,3.96596420554754,18.141433233450652,16.86844699112185,9.168081494057724,27.6846109437751,29.34444989358803,14.207796184738957,22.190239708835342
0310201,Pego,Alicante,3129,15750,22.1,29,17.2,3.1300755872064,21.49155325384854,13.224533981669508,11.241217798594848,12.785854905720676,26.060107443722437,12.561275167785231,25.982930648769575
0310202,Pego,Alicante,3181,14350,26.8,38.1,21.1,3.6778369349619,16.889817035610964,17.23880209485714,11.91588785046729,15.406350204338258,22.703455394286426,15.119415278214396,19.80502672115687
0310203,Pego,Alicante,3937,15050,22.1,27.8,18.6,3.7037037037037,23.745828333984495,14.641405537380969,10.03584229390681,26.438387096774196,22.48427481752224,11.661290322580646,30.914193548387097
0310301,Penàguila,Alicante,278,15050,NA,NA,NA,NA,27.78,12.8,NA,8.99,27.78,9.35,30.94
0310401,Petrer,Alicante,2603,12250,32.9,44,22.1,3.02521008403361,21.293726295151032,31.808562995253947,14.88095238095238,4.3784056857472144,13.497271837160788,13.749565885516713,23.125908567038035
0310402,Petrer,Alicante,7222,13650,26.8,34.5,20.4,3.72093023255814,18.92444276502672,25.711600034716543,11.946902654867255,4.252155912489615,19.490495529431275,14.468133481030186,19.84209083356411
0310403,Petrer,Alicante,6942,12950,29.4,37.7,23.2,3.61427711746943,18.185465839043452,27.090332305811284,11.52073732718894,6.9413497551138,16.706861908769636,15.242343704984156,19.79287237107462
0310404,Petrer,Alicante,17288,14350,22.9,27.1,20.1,3.68632903981265,13.094461715461977,21.693741173461813,11.205915813424346,4.726128528459046,22.78071573465715,17.532389518741326,13.204484035168903
0310501,"Pinós, el/Pinoso",Alicante,8150,12950,32.7,42.8,25.6,3.01724137931034,14.773576859031436,19.09603302293494,10.492107706592387,18.037077300613497,15.978279306280625,15.291638036809816,19.091604907975466
0310601,Planes,Alicante,697,14350,18.5,NA,NA,NA,34.74,13.78,NA,12.63,20.56,7.89,34.58
0310701,Polop,Alicante,5095,14350,28.9,35.3,20,4.13502109704641,13.578871924548062,19.994943481147125,10,33.27216879293425,23.98156159205124,17.01602551521099,16.038282630029443
0310901,Rafal,Alicante,4583,12950,33.9,50.5,13,3.44827586206897,14.809719102065941,21.135092216515613,11.342155009451796,17.846879773074406,17.955702622984692,18.962751472834388,13.510429849443597
0311001,"Ràfol d'Almúnia, el",Alicante,674,15050,22.1,NA,NA,NA,22.780000000000005,13.41,NA,42.58,34.17,11.42,31.16
0311101,Redován,Alicante,8025,12950,31.7,40.7,15.7,3.03061224489796,14.936263113228565,21.65337389312312,11.11111111111111,15.437227414330218,18.1538611032338,17.83108909657321,14.714644236760122
0311201,Relleu,Alicante,1184,14350,29.9,NA,NA,NA,25.949999999999996,18.24,8.474576271186441,36.74,21.02,9.21,31.33
0311301,Rojales,Alicante,12426,12950,37.9,56.9,20.8,5.99997715820152,26.3728701033263,16.108712795913796,4.413239719157472,82.03698535329148,6.214761584044978,8.079597617897956,43.96260904554965
0311302,Rojales,Alicante,3869,12250,37.3,48.3,21,4.15584415584416,15.80726677169252,25.28234854460889,9.956709956709958,23.262928405272685,13.090718625791098,16.28460584130266,17.008056345308866
0311401,"Romana, la",Alicante,2530,12250,34.2,44.4,28.1,NA,22,20.53,9.6045197740113,24.62,16.03,12.69,27.71
0311501,Sagra,Alicante,427,14350,NA,NA,NA,NA,28.980000000000004,17.580000000000002,NA,33.96,26.369999999999997,10.3,36.07
0311601,Salinas,Alicante,1643,14350,23.7,NA,NA,NA,17.919999999999998,21.59,9.170305676855897,17.83,17.919999999999998,14.06,21.24
0311701,Sanet y Negrals,Alicante,692,14350,27.9,NA,NA,NA,23.200000000000003,15.15,NA,35.980000000000004,25.92,9.68,35.260000000000005
0311801,San Fulgencio,Alicante,8823,12250,38.5,53.8,24.8,3.1697159006396,31.611335047246147,22.06970486653561,5.070422535211268,66.07932335940157,8.57559695348408,8.568082284937097,42.845209112546755
0311901,Sant Joan d'Alacant,Alicante,12308,15750,26.1,33.3,19.8,5.14705882352941,16.421225746838456,20.023810803256065,13.096695226438188,19.84918345791355,33.090090341490324,15.291441338966523,18.92271530711732
0311902,Sant Joan d'Alacant,Alicante,12046,18550,17.4,19.6,14.7,5.4182813900229,15.409207975832327,14.860806291991045,12.363636363636363,16.31298605346173,41.16997340604016,17.184443798771376,17.491334882948696
0312001,San Miguel de Salinas,Alicante,6662,12250,38.7,51.9,24,3.125,24.17369246973851,20.327829113535127,7.585335018963337,53.887581807265086,11.679513063805878,13.136313419393575,29.676341939357545
0312101,Santa Pola,Alicante,17555,14350,28.1,32.3,23.3,5.82112258787733,12.715412604654713,21.05956107617463,10.390143737166325,29.382457419538593,28.2830335391956,16.83901623469097,16.353528339504415
0312102,Santa Pola,Alicante,16898,13650,30.2,37.8,26.6,5.44029850746269,15.82911703316726,24.78040488734812,11.031390134529149,16.681634512960112,20.021987236355947,14.345147354716536,20.339563853710494
0312201,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,26547,15050,22,27.9,17.1,4.93833812260536,13.144354627658515,19.08520993583406,12.104283054003725,9.90673560100953,26.71127841956963,16.460673522431915,15.896663653143484
0312202,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,13893,15750,20.1,22,17.3,5.61224489795918,10.916359391087108,16.99455329922052,11.131498470948012,11.035204779385303,32.75613547383141,17.715268840423235,13.258797955805084
0312203,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,18485,17850,18,22.3,14.2,5.84415584415584,14.038148634877366,18.398652376170443,11.043360433604336,12.086831484987828,32.203998732058224,17.230007573708413,15.678695158236408
0312301,Sax,Alicante,6255,13650,27.8,36,28.3,3.08811186917912,14.772598854904926,24.285023335537,11.349036402569594,5.6601438848920855,14.26186089767599,15.589194244604316,17.940001598721025
0312302,Sax,Alicante,3678,15050,22.2,26.9,20.3,3.44506045875584,17.339139490650375,17.914595112614425,9.195402298850574,12.068191952147908,20.77832926307245,16.11984230560087,19.492240348015223
0312401,Sella,Alicante,579,16450,18.9,NA,NA,NA,23.06,9.96,NA,12.26,31.380000000000003,8.64,27.81
0312501,Senija,Alicante,606,14350,31.4,NA,NA,NA,17.31,20.77,NA,33.5,19.62,14.19,21.95
0312701,Tàrbena,Alicante,634,12950,34,NA,NA,NA,23.71,17.560000000000002,NA,37.7,21.649999999999995,8.200000000000001,32.81
0312801,Teulada,Alicante,5367,12250,36.2,NA,NA,4.38345864661654,13.497594204220889,18.17256825056236,12.903225806451612,38.53516117011366,16.79389599342296,16.360078256008943,19.078440469536055
0312802,Teulada,Alicante,1636,12250,36.7,NA,NA,6.66666666666667,13.87,24.77,10.31390134529148,56.169999999999995,19.39,13.63,17.97
0312803,Teulada,Alicante,4605,14350,31.1,NA,NA,6.59722222222222,25.249999999999996,14.02,4.609475032010243,77.72,24.83,6.78,44.32
0312901,Tibi,Alicante,1698,17150,15.6,NA,NA,NA,19.85,14.8,8.73015873015873,15.61,27.36,11.31,23.44
0313001,Tollos,Alicante,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0313101,Tormos,Alicante,331,15750,NA,NA,NA,NA,32.01,11.02,NA,39.879999999999995,24.75,8.459999999999999,36.86
0313201,"Torremanzanas/Torre de les Maçanes, la",Alicante,687,13650,26.9,NA,NA,NA,24.68,18.42,NA,18.63,28.18,8.59,28.239999999999995
0313301,Torrevieja,Alicante,23256,12250,37.5,49.8,23.4,5.08639910813824,18.298068064905863,26.610810954580103,10.217755443886098,43.01356510147919,16.23423945669405,14.892272101823185,23.18513587891297
0313302,Torrevieja,Alicante,23826,11550,42.7,56,28.5,5.64516129032258,18.10090358589695,30.48408958981612,9.730221279175508,46.649448921346426,13.431812237085987,14.668298497439771,23.33074666330899
0313303,Torrevieja,Alicante,36658,10850,43.8,57.3,28.1,5.46513391094415,18.0057899948756,33.23199052102188,9.828422230511004,47.485685798461454,12.978424528863622,13.797555513121283,23.302107861858257
0313401,"Vall d'Alcalà, la",Alicante,165,14000,NA,NA,NA,NA,30.25999999999999,15.85,NA,10.3,26.97,7.88,35.76
0313501,"Vall d'Ebo, la",Alicante,207,17850,NA,NA,NA,NA,24.14,17.7,NA,13.04,29.06,1.93,32.37
0313601,Vall de Gallinera,Alicante,505,15050,26.9,NA,NA,NA,29.41,11.26,NA,19.01,27.889999999999997,9.11,32.87
0313701,"Vall de Laguar, la",Alicante,848,14350,28.2,NA,NA,NA,29.69,18.67,NA,18.16,28.520000000000003,9.43,36.559999999999995
0313801,"Verger, el",Alicante,4856,13650,28.5,39.6,22.4,4.39243027888446,18.79480410407377,18.972984402946473,12.4804992199688,23.087874794069194,18.578566171695744,14.663084843492587,21.991046128500823
0313901,"Villajoyosa/Vila Joiosa, la",Alicante,16207,14350,25.3,37.7,16.6,3.9561588781323,16.81528111929808,25.993541315729825,11.880108991825614,16.850103658912815,23.2150790016089,14.499953723699637,20.419304621459865
0313902,"Villajoyosa/Vila Joiosa, la",Alicante,3416,14350,26.6,37.9,22.7,3.92250747534253,14.94545727540324,26.278621913680063,13.51981351981352,12.035029274004684,17.216252250008523,14.81166569086651,18.5917037470726
0313903,"Villajoyosa/Vila Joiosa, la",Alicante,15096,14350,29,37.7,22.8,6.75043128986646,13.014019569634836,23.53200572502608,9.931972789115646,31.353963301536822,24.861760073403275,15.49484432962374,15.754788023317436
0314001,Villena,Alicante,3695,15750,19.3,NA,NA,3.34210208463726,17.3995153261676,17.12183551321981,11.247443762781186,7.905009472259811,29.86195735381481,17.073648173207037,17.943910690121786
0314002,Villena,Alicante,4008,10850,43.8,NA,NA,3.30188679245283,13.507575063007906,36.942940802831046,12.749003984063744,11.679555888223552,14.829735788474135,19.08569111776447,14.519733033932134
0314003,Villena,Alicante,2738,13650,25.1,NA,NA,3.354061965355,19.365682841441373,20.776856443881226,NA,5.660321402483565,21.429660188641662,15.118440467494525,21.00127100073046
0314004,Villena,Alicante,3149,16450,23.3,NA,NA,3.32633053221289,22.81247510345814,18.224470384047336,10.864745011086477,10.543610670053988,33.404968136372375,12.450444585582725,25.98112099079073
0314005,Villena,Alicante,10237,15050,20.8,NA,NA,3.30275229357798,18.127992518792293,19.36695031931886,10.434782608695652,7.51139884731855,24.619205397079018,15.88466738302237,19.266251831591287
0314006,Villena,Alicante,8001,14350,24,NA,NA,3.36448598130841,14.664878008674028,20.945331390726466,10.798650168728908,9.586134233220848,22.406734680432653,16.99639545056868,15.797327834020749
0314007,Villena,Alicante,2164,15050,23.9,NA,NA,NA,18.55,21.47,8.4,19.18,20.76,12.29,21.49
0390101,"Poblets, els",Alicante,2724,15050,24.4,28.9,17.5,NA,21.97,16.18,7.529411764705882,50.92000000000001,28.32,10.43,36.42
0390201,Pilar de la Horadada,Alicante,22626,13650,29.4,40,19.4,4.33685320182962,16.511616432231833,16.69503800361351,8.664868509777477,40.24394148324936,14.735908895089166,16.266275965703173,21.45263634756475
0390301,"Montesinos, Los",Alicante,5115,13650,31.9,42.3,21.5,4.164855466203,19.537502702485614,19.994555296554633,9.71830985915493,37.1624926686217,15.00799734938872,14.138146627565984,22.975519061583576
0390401,San Isidro,Alicante,2139,13650,29.5,NA,NA,4.44701646090535,11.23,21.72,11.636363636363637,16.08,14.580000000000002,17.580000000000002,13.28
1200101,Atzeneta del Maestrat,Castellón/Castelló,1292,17150,17,NA,NA,NA,30.95,9.01,9.523809523809524,9.91,24.59,11.22,31.730000000000004
1200201,Aín,Castellón/Castelló,136,19250,NA,NA,NA,NA,31.25,7.040000000000001,NA,5.88,41.41,5.88,33.09
1200301,Albocàsser,Castellón/Castelló,1262,15050,21.4,NA,NA,3.04947329537493,27.76,9.03,8.092485549132949,14.26,19.799999999999997,12.36,27.73
1200401,Alcalà de Xivert,Castellón/Castelló,2262,12950,30.4,NA,NA,2.76406725131837,22.841599389905323,15.325297979855971,NA,22.76554376657825,13.953281718948784,16.975968169761273,24.1368700265252
1200402,Alcalà de Xivert,Castellón/Castelló,4615,14350,26.1,NA,NA,4.50819672131148,21.668388248592127,17.962911897334266,10.252808988764045,31.32915059588299,21.02572586253172,12.695848320693392,24.270652221018416
1200501,"Alcora, l'",Castellón/Castelló,3991,18550,12.9,21.7,9.6,2.69465618166777,22.406312143664497,15.25431726445245,11.538461538461538,8.31836381859183,19.058021111017258,11.776241543472814,27.13437233775996
1200502,"Alcora, l'",Castellón/Castelló,6459,18550,11.4,16.4,8.9,2.91417165668663,13.011256993652236,14.380816370185125,9.03755868544601,8.7001300510915,21.107401006987043,17.325603034525468,14.226098467254992
1200601,Alcudia de Veo,Castellón/Castelló,197,17150,NA,NA,NA,NA,23.91,13.33,NA,4.569999999999999,22.28,6.6000000000000005,27.920000000000005
1200701,Alfondeguilla,Castellón/Castelló,871,16450,16.4,NA,NA,NA,25.75,10.74,NA,4.130000000000001,25.75,12.17,25.72
1200801,Algimia de Almonacid,Castellón/Castelló,239,14350,NA,NA,NA,3.64121640313061,33.62,17.119999999999997,NA,10.88,20.52,4.18,41
1200901,Almassora,Castellón/Castelló,8841,17150,18.3,25.4,12.6,3.5593220338983,17.023380023817293,13.818638118461465,11.86147186147186,14.295808166497004,24.15001000451872,17.13392715756136,17.294964370546317
1200902,Almassora,Castellón/Castelló,6871,15750,22.6,35.7,13.5,3.37078651685393,17.382900695525006,15.892549011038458,11.45610278372591,17.826984427303156,20.232756686363334,16.34735555232135,17.913741813418717
1200903,Almassora,Castellón/Castelló,11178,16450,18.8,23.8,17.5,4.32606132075472,10.108579607137017,13.929595848683174,9.488559892328398,17.956346394703882,23.182450436746315,20.61284666308821,10.135835569869387
1201001,Almedíjar,Castellón/Castelló,254,17150,NA,NA,NA,NA,30.42,11.38,NA,7.090000000000001,27.92,5.510000000000001,33.07
1201101,Almenara,Castellón/Castelló,6253,17150,13.4,19.2,9.4,4.96764466002747,19.98778245918831,9.06029435968948,11.136624569460391,11.514121221813529,25.508504014838724,15.114394690548538,18.82128098512714
1201201,Altura,Castellón/Castelló,3676,15050,23.9,33.2,21.6,3.08641975308642,19.21997868423131,14.08734194893156,12.719298245614034,12.42958922742111,23.074494087239653,16.646852557127314,20.56458922742111
1201301,Arañuel,Castellón/Castelló,151,14350,NA,NA,NA,NA,28.570000000000004,16.39,NA,9.93,21.77,2.65,39.739999999999995
1201401,Ares del Maestrat,Castellón/Castelló,175,17150,NA,NA,NA,NA,36.36,7.95,NA,2.86,24.24,5.71,38.86
1201501,Argelita,Castellón/Castelló,147,17850,NA,NA,NA,NA,23.13,10.26,NA,11.56,32.09,8.84,25.17
1201601,Artana,Castellón/Castelló,1229,17150,13.2,NA,NA,2.84090909090909,22.57,4.41,13.095238095238097,7.000000000000002,20.25,15.62,20.99
1201602,Artana,Castellón/Castelló,734,16450,15.1,NA,NA,NA,27.61,7.5,NA,4.63,15.340000000000002,11.170000000000002,26.02
1201701,Ayódar,Castellón/Castelló,158,17150,NA,NA,NA,NA,37.330000000000005,11.59,NA,3.16,21.33,5.06,41.77
1201801,Azuébar,Castellón/Castelló,320,15750,NA,NA,NA,NA,28.52,15.44,NA,3.44,19.93,9.06,28.749999999999993
1202001,Barracas,Castellón/Castelló,186,14350,NA,NA,NA,NA,24.53,9.89,NA,16.669999999999998,28.299999999999997,14.52,22.040000000000003
1202101,Betxí,Castellón/Castelló,1724,18550,9,NA,NA,3.33516081871345,21.320219996343695,6.268723459818307,NA,4.407645011600928,25.71982780206725,12.936751740139211,22.447842227378192
1202102,Betxí,Castellón/Castelló,3925,17150,11.9,NA,NA,2.93999242208961,19.53720779795751,7.489903240715107,9.051724137931034,8.84168152866242,21.290956578963733,14.574050955414014,18.750886624203822
1202201,Bejís,Castellón/Castelló,388,15050,NA,NA,NA,NA,30.48,11.56,NA,4.9,25.64,9.54,32.22
1202401,Benafer,Castellón/Castelló,174,14350,NA,NA,NA,NA,19.869999999999997,22.830000000000005,NA,4.6,26.28,10.34,20.69
1202501,Benafigos,Castellón/Castelló,146,16100,NA,NA,NA,NA,37.59000000000001,7.69,NA,9.59,16.31,3.42,42.47
1202601,Benassal,Castellón/Castelló,1056,17150,17.6,NA,NA,2.26651763537009,27.229999999999997,9.64,NA,9.85,21.53,12.03,29.26
1202701,Benicarló,Castellón/Castelló,10289,12950,32.3,NA,NA,4.37539961636829,16.46492778701402,18.4622018137103,11.204717775905644,26.52336961803868,20.26429569351333,17.65115851880649,16.746550685197786
1202702,Benicarló,Castellón/Castelló,2441,14350,29.7,NA,NA,4.03225806451613,18.61319168098679,15.836656741750936,10.344827586206897,23.80124129455141,18.122627602393344,16.798471937730437,18.1093936911102
1202703,Benicarló,Castellón/Castelló,14895,15050,24.5,NA,NA,4.64285714285714,19.99436189649037,15.980140488444048,10.71245515120451,21.597195031889896,26.373239616456633,16.326896945283654,20.56339509902652
1202801,Benicasim/Benicàssim,Castellón/Castelló,19003,22050,12.8,16.1,9.5,6.07119095143047,16.340082485626397,11.37557234982778,10.292983808789517,16.346941009314317,50.77702272468536,15.266396884702417,17.880406777877177
1202901,Benlloc,Castellón/Castelló,1075,15050,20.3,NA,NA,NA,22.99,11.46,NA,21.95,16.830000000000002,15.44,22.23
1203101,Borriol,Castellón/Castelló,3119,18550,14.1,NA,NA,4.0605644546148,13.965118339306148,13.504186577892147,11.666666666666666,12.474991984610451,31.648456917957464,19.65119589612055,13.592590573901893
1203102,Borriol,Castellón/Castelló,2431,19950,12.4,NA,NA,3.6144578313253,17.560000000000002,12.88,9.937888198757763,8.97,33.83,14.03,17.44
1203201,Borriana/Burriana,Castellón/Castelló,9558,16450,17,21.5,12.7,3.57142857142857,17.891085682208512,12.74724353108214,10.36036036036036,13.91452291274325,28.95759986408994,17.83880728185813,17.156615400711445
1203202,Borriana/Burriana,Castellón/Castelló,4399,16450,20.9,33.6,11.4,3.68636755823986,18.191326102579932,13.336442193856628,13.372093023255816,18.07149352125483,31.821493370658423,14.412952943850875,19.800677426687884
1203203,Borriana/Burriana,Castellón/Castelló,9664,14350,26.3,37.8,15.3,3.73025497512438,17.68128262184592,16.744998854271834,11.942098914354643,23.343347475165565,20.47030610979475,17.600432533112585,16.76413803807947
1203204,Borriana/Burriana,Castellón/Castelló,6134,13650,30.7,48,15.6,3.61702127659574,19.836883724453507,18.360526177000708,11.1716621253406,22.088470818389307,21.347641446501576,15.765060319530486,19.269385392892076
1203205,Borriana/Burriana,Castellón/Castelló,5087,19950,13.4,15.7,9.8,4.26829268292683,17.12471800662459,10.380802849591328,11.17117117117117,10.632443483389032,42.27223095670215,15.277251818360526,17.2015077648909
1203301,Cabanes,Castellón/Castelló,1661,13650,29.1,NA,NA,3.78291107799305,24.47,16.31,8.4070796460177,24.62,19.94,14.87,24.5
1203302,Cabanes,Castellón/Castelló,1349,17150,15.6,NA,NA,2.96465529665763,21.72,11.85,8.947368421052632,18.24,22.25,16.38,20.61
1203401,Càlig,Castellón/Castelló,2026,14350,22.1,NA,NA,3.02122114668652,22.5,14.94,8.741258741258742,18.76,19.46,14.02,24.53
1203601,Canet lo Roig,Castellón/Castelló,682,14350,19.5,NA,NA,NA,35.91,15.47,NA,9.24,19.44,11,33.58
1203701,Castell de Cabres,Castellón/Castelló,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1203801,Castellfort,Castellón/Castelló,179,15050,NA,NA,NA,NA,39.35,7.41,NA,1.68,16.77,13.41,36.870000000000005
1203901,Castellnovo,Castellón/Castelló,912,17150,14.9,NA,NA,NA,29.38,13.43,NA,3.62,25.42,8.55,30.92
1204001,Castelló de la Plana,Castellón/Castelló,3711,19250,18.7,28.5,7.7,3.92707644855695,23.18690141364017,16.938647108762197,12.106537530266344,20.40177849636217,39.539560251950185,12.018040959310158,26.40855295068715
1204002,Castelló de la Plana,Castellón/Castelló,10219,17150,19.3,28.8,10.2,4.46555555555556,19.631523043942316,17.140715315606222,11.4975845410628,23.719752421959097,34.009093641862805,13.964624718661318,21.636184558175945
1204003,Castelló de la Plana,Castellón/Castelló,17166,19250,16.7,24.2,9.3,4.45544554455445,20.60980256354147,15.54840700662823,12.20253164556962,18.49555807992543,37.84929769285398,13.673592566701618,22.54241815216125
1204004,Castelló de la Plana,Castellón/Castelló,31834,19250,14.6,21.8,8.1,4.45528843969252,18.83040271395415,15.083692940981036,12.489331436699858,17.396777344977068,37.083396577354115,14.155397373876989,20.500561035370986
1204005,Castelló de la Plana,Castellón/Castelló,18646,16450,21.6,31.8,13.2,4.33202099737533,18.342078860472643,19.92520358249643,11.256218905472636,21.119237906253353,27.436675436500057,14.969320497693875,20.26806553684436
1204006,Castelló de la Plana,Castellón/Castelló,30355,16450,19.5,26.2,14.6,4.59634775957592,14.136298583686203,17.910440956146406,12.165002627430374,20.635613572722782,25.7842787195729,17.014683907099325,15.280080382144623
1204007,Castelló de la Plana,Castellón/Castelló,23697,19950,14.1,17.4,8.7,4.3956043956044,20.444989155677774,14.235864190433167,13.089542036910458,14.580270920369667,39.90918632498801,15.68494155378318,21.38217664683293
1204008,Castelló de la Plana,Castellón/Castelló,18361,15050,25.3,32.7,16,4.85436893203884,13.687179062925988,20.723137282836525,12.29000884173298,19.956612929579,27.56702135090981,20.45659386743641,13.707866129295793
1204009,Castelló de la Plana,Castellón/Castelló,18648,16450,20.6,29.7,15.8,4.4907807548257,16.61075126508732,19.912199048361902,11.240721102863205,16.3993447018447,24.218259570719876,14.929232625482626,17.991158837408836
1204101,Castillo de Villamalefa,Castellón/Castelló,105,18550,NA,NA,NA,NA,41.18,8.16,NA,4.760000000000001,20.59,2.8600000000000003,40
1204201,Catí,Castellón/Castelló,717,15750,13.6,NA,NA,NA,35.589999999999996,4.36,NA,8.649999999999999,19.84,11.44,33.75
1204301,Caudiel,Castellón/Castelló,664,15050,24.9,NA,NA,2.97192548202189,26.53,16.17,NA,7.380000000000001,25.869999999999997,9.19,30.270000000000003
1204401,Cervera del Maestre,Castellón/Castelló,590,15050,22,NA,NA,NA,29.869999999999997,13.88,NA,23.22,20.04,6.950000000000002,35.08
1204501,Cinctorres,Castellón/Castelló,404,17150,NA,NA,NA,NA,29.23,7.109999999999999,NA,4.7,24.36,13.61,26.49
1204601,Cirat,Castellón/Castelló,211,15750,NA,NA,NA,NA,27.750000000000004,14.16,NA,8.53,22.01,0.95,32.23
1204801,Cortes de Arenoso,Castellón/Castelló,293,16450,NA,NA,NA,NA,23.31,9.49,NA,6.4799999999999995,16.54,9.22,27.3
1204901,Costur,Castellón/Castelló,532,17850,10.3,NA,NA,NA,16.96,12.55,NA,5.08,24.449999999999996,14.66,21.8
1205001,"Coves de Vinromà, les",Castellón/Castelló,1789,15750,22.3,NA,NA,3.9751315262766602,28.21,14.2,9.274193548387096,21.35,19.65,13.81,27.61
1205101,Culla,Castellón/Castelló,509,15750,NA,NA,NA,NA,38.940000000000005,6.94,NA,6.4799999999999995,17.02,7.66,39.489999999999995
1205201,Xert,Castellón/Castelló,686,15750,14.6,NA,NA,NA,33.12,7.169999999999999,NA,13.989999999999998,24.04,8.450000000000001,32.940000000000005
1205301,Chilches/Xilxes,Castellón/Castelló,2793,15750,17.7,23.9,11.4,4.63692307692308,21.782970432865863,9.936756764924215,10.945273631840797,14.359967776584318,22.36382100909777,13.535080558539208,20.94361976369495
1205501,Chodos/Xodos,Castellón/Castelló,108,18550,NA,NA,NA,NA,31.430000000000003,0,NA,0.93,33.33,2.7799999999999994,30.56
1205601,Chóvar,Castellón/Castelló,303,14350,NA,NA,NA,NA,24.2,15.540000000000004,NA,4.62,21.709999999999997,7.259999999999999,28.050000000000004
1205701,Eslida,Castellón/Castelló,747,17150,18.8,NA,NA,NA,23.93,8.469999999999999,NA,9.64,28.07,12.72,23.56
1205801,Espadilla,Castellón/Castelló,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205901,Fanzara,Castellón/Castelló,273,19250,NA,NA,NA,NA,33.07,12.28,NA,5.489999999999999,22.050000000000004,6.959999999999999,34.07
1206001,Figueroles,Castellón/Castelló,527,18550,13.5,NA,NA,NA,23.109999999999996,12.69,NA,5.5,16.85,12.14,21.82
1206101,Forcall,Castellón/Castelló,452,17150,NA,NA,NA,NA,26.67,4.63,NA,11.06,22.47,10.4,28.1
1206301,Fuente la Reina,Castellón/Castelló,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206401,Fuentes de Ayódar,Castellón/Castelló,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206501,Gaibiel,Castellón/Castelló,187,13300,NA,NA,NA,NA,32.96,15.29,NA,4.81,13.41,4.279999999999999,40.64
1206701,Geldo,Castellón/Castelló,627,15050,21.6,NA,NA,NA,25.130000000000003,18.45,NA,7.659999999999999,19.75,11.16,27.43
1206801,Herbers,Castellón/Castelló,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206901,Higueras,Castellón/Castelló,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1207001,"Jana, la",Castellón/Castelló,665,12950,28.9,NA,NA,NA,33.39,12.89,NA,14.44,25.99,12.63,30.380000000000003
1207101,Jérica,Castellón/Castelló,870,15750,20.4,NA,NA,3.40271951203271,22.02,14.72,NA,7.59,22.28,12.3,24.019999999999996
1207102,Jérica,Castellón/Castelló,779,16450,19.4,NA,NA,3.38794137914647,26.16,15.470000000000002,NA,7.449999999999999,24.42,11.68,27.860000000000003
1207201,Llucena/Lucena del Cid,Castellón/Castelló,1311,18550,14.5,NA,NA,2.83825988067656,27.16,12.69,6.930693069306931,8.309999999999999,21.31,10.14,29.14
1207301,Ludiente,Castellón/Castelló,154,15050,NA,NA,NA,NA,29.29,15.15,NA,7.1400000000000015,23.57,9.09,33.12
1207401,"Llosa, la",Castellón/Castelló,980,15750,16.1,NA,NA,5.55555555555556,22.88,8.4,NA,6.94,12.590000000000002,15.71,22.35
