codigo_mun,mun,prov,pob,renta_med,pobreza_pc,pobreza_menores_pc,pobreza_mayores_pc,precio_alquiler,jubilados_pc,parados_pc,monoparental_pc,extranjeros_pc,estudios_sup_pc,menores_pc,mayores_pc
12031,Borriol,Castellón/Castelló,5550,19250,13.4,18.8,11.9,4.04761904761905,15.599888974341596,13.232430464027388,10.610932475884244,10.939742342342342,32.640512542091564,17.18901081081081,15.277825225225229
12032,Borriana/Burriana,Castellón/Castelló,34842,15750,21.9,31.3,13.4,3.75,18.104816814755292,14.464327585291434,11.180738786279685,18.014452098042593,27.62454760406131,16.60107743527926,17.760094713277077
12033,Cabanes,Castellón/Castelló,3010,15750,22.9,28.1,21.3,3.33010273308781,23.24968514774592,14.100712686094209,8.393285371702637,21.76065780730897,20.965064475893424,15.546740863787376,22.756607973421925
12034,Càlig,Castellón/Castelló,2026,14350,22.1,NA,NA,3.02122114668652,22.5,14.94,9.090909090909092,18.76,19.46,14.02,24.53
12036,Canet lo Roig,Castellón/Castelló,682,14350,19.5,NA,NA,NA,35.91,15.47,NA,9.24,19.44,11,33.58
12037,Castell de Cabres,Castellón/Castelló,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12038,Castellfort,Castellón/Castelló,179,15050,NA,NA,NA,NA,39.35,7.41,NA,1.68,16.77,13.41,36.870000000000005
12039,Castellnovo,Castellón/Castelló,912,17150,14.9,NA,NA,NA,29.38,13.43,NA,3.62,25.42,8.55,30.92
12040,Castelló de la Plana,Castellón/Castelló,172637,17850,18.5,26,11.3,4.46860183467326,17.756810413462823,17.33958763918058,12.179553176155668,18.694354628497944,32.060307176341915,15.604626180946148,19.082283693530357
12041,Castillo de Villamalefa,Castellón/Castelló,105,18550,NA,NA,NA,NA,41.18,8.16,NA,4.760000000000001,20.59,2.8600000000000003,40
12042,Catí,Castellón/Castelló,717,15750,13.6,NA,NA,NA,35.589999999999996,4.36,NA,8.649999999999999,19.84,11.44,33.75
12043,Caudiel,Castellón/Castelló,664,15050,24.9,NA,NA,2.97192548202189,26.53,16.17,NA,7.380000000000001,25.869999999999997,9.19,30.270000000000003
12044,Cervera del Maestre,Castellón/Castelló,590,15050,22,NA,NA,NA,29.869999999999997,13.88,NA,23.22,20.04,6.950000000000002,35.08
12045,Cinctorres,Castellón/Castelló,404,17150,NA,NA,NA,NA,29.23,7.109999999999999,NA,4.7,24.36,13.61,26.49
12046,Cirat,Castellón/Castelló,211,15750,NA,NA,NA,NA,27.750000000000004,14.16,NA,8.53,22.01,0.95,32.23
12048,Cortes de Arenoso,Castellón/Castelló,293,16450,NA,NA,NA,NA,23.31,9.49,NA,6.4799999999999995,16.54,9.22,27.3
12049,Costur,Castellón/Castelló,532,17850,10.3,NA,NA,NA,16.96,12.55,NA,5.08,24.449999999999996,14.66,21.8
12050,"Coves de Vinromà, les",Castellón/Castelló,1789,15750,22.3,NA,NA,2.93103448275862,28.21,14.2,8.870967741935484,21.35,19.65,13.81,27.61
12051,Culla,Castellón/Castelló,509,15750,NA,NA,NA,NA,38.940000000000005,6.94,NA,6.4799999999999995,17.02,7.66,39.489999999999995
12052,Xert,Castellón/Castelló,686,15750,14.6,NA,NA,NA,33.12,7.169999999999999,NA,13.989999999999998,24.04,8.450000000000001,32.940000000000005
12053,Chilches/Xilxes,Castellón/Castelló,2793,15750,17.7,23.9,11.4,4.63692307692308,21.782970432865863,9.936756764924215,10.945273631840797,14.359967776584318,22.36382100909777,13.535080558539208,20.94361976369495
12055,Chodos/Xodos,Castellón/Castelló,108,18550,NA,NA,NA,NA,31.430000000000003,0,NA,0.93,33.33,2.7799999999999994,30.56
12056,Chóvar,Castellón/Castelló,303,14350,NA,NA,NA,NA,24.2,15.540000000000004,NA,4.62,21.709999999999997,7.259999999999999,28.050000000000004
12057,Eslida,Castellón/Castelló,747,17150,18.8,NA,NA,NA,23.93,8.469999999999999,NA,9.64,28.07,12.72,23.56
12058,Espadilla,Castellón/Castelló,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12059,Fanzara,Castellón/Castelló,273,19250,NA,NA,NA,NA,33.07,12.28,NA,5.489999999999999,22.050000000000004,6.959999999999999,34.07
12060,Figueroles,Castellón/Castelló,527,18550,13.5,NA,NA,NA,23.109999999999996,12.69,NA,5.5,16.85,12.14,21.82
12061,Forcall,Castellón/Castelló,452,17150,NA,NA,NA,NA,26.67,4.63,NA,11.06,22.47,10.4,28.1
12063,Fuente la Reina,Castellón/Castelló,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12064,Fuentes de Ayódar,Castellón/Castelló,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12065,Gaibiel,Castellón/Castelló,187,13300,NA,NA,NA,NA,32.96,15.29,NA,4.81,13.41,4.279999999999999,40.64
12067,Geldo,Castellón/Castelló,627,15050,21.6,NA,NA,NA,25.130000000000003,18.45,NA,7.659999999999999,19.75,11.16,27.43
12068,Herbers,Castellón/Castelló,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12069,Higueras,Castellón/Castelló,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12070,"Jana, la",Castellón/Castelló,665,12950,28.9,NA,NA,NA,33.39,12.89,NA,14.44,25.99,12.63,30.380000000000003
12071,Jérica,Castellón/Castelló,1649,15750,19.9,NA,NA,3.39889062021388,23.983037557198376,15.056904819009562,NA,7.523862947240751,23.294710234880316,12.007107337780472,25.83404487568223
12072,Llucena/Lucena del Cid,Castellón/Castelló,1311,18550,14.5,NA,NA,2.83825988067656,27.16,12.69,7.425742574257426,8.309999999999999,21.31,10.14,29.14
12073,Ludiente,Castellón/Castelló,154,15050,NA,NA,NA,NA,29.29,15.15,NA,7.1400000000000015,23.57,9.09,33.12
12074,"Llosa, la",Castellón/Castelló,980,15750,16.1,NA,NA,5.55555555555556,22.88,8.4,NA,6.94,12.590000000000002,15.71,22.35
12075,"Mata de Morella, la",Castellón/Castelló,167,15750,NA,NA,NA,NA,22.07,1.09,NA,20.96,32.41,13.170000000000002,17.37
12076,Matet,Castellón/Castelló,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12077,Moncofa,Castellón/Castelló,6955,15750,21.5,31.1,13,5.28169014084507,19.30315582275325,12.458954184839738,9.781576448243117,16.17481380301941,27.25673962800065,14.868283249460818,19.048559309849033
12078,Montán,Castellón/Castelló,363,15750,NA,NA,NA,NA,38.440000000000005,9.85,NA,3.03,15.02,8.260000000000002,43.25
12079,Montanejos,Castellón/Castelló,551,15750,22,NA,NA,3.88963779469745,22.489999999999995,12.45,NA,15.25,23.930000000000003,11.25,25.590000000000003
12080,Morella,Castellón/Castelló,2455,18550,11.3,NA,NA,3.81396259522537,26.73355349245883,6.469201646717772,NA,12.665437881873729,27.38394723916826,12.381771894093689,26.598411405295316
12081,Navajas,Castellón/Castelló,772,15750,20,NA,NA,4.29349669433238,24.38,18.48,NA,10.1,29.2,11.27,27.200000000000003
12082,Nules,Castellón/Castelló,13434,16450,19.1,29.9,12.4,3.41181084038304,19.944252422034783,9.505316363751897,10.845070422535212,13.60109498287926,24.06870540316562,16.623894595801698,19.37785618579723
12083,Olocau del Rey,Castellón/Castelló,117,15750,NA,NA,NA,NA,37,2.04,NA,11.97,17,14.53,32.48
12084,Onda,Castellón/Castelló,24955,17150,16,23.4,12.6,3.62637362637363,15.96367050429151,15.041214311735448,10.433689503456945,13.245047084752557,22.939640128720455,16.986405529953917,16.88978561410539
12085,Oropesa del Mar/Orpesa,Castellón/Castelló,9642,13650,32.3,46.9,20.3,5.71428571428571,15.86312278519489,23.440468521184073,8.55397148676171,34.75360713544908,22.244513420930133,16.118597801286043,18.084555071561915
12087,Palanques,Castellón/Castelló,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12088,Pavías,Castellón/Castelló,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12089,Peníscola/Peñíscola,Castellón/Castelló,7901,14350,27.4,39.7,14.3,4.3859649122807,20.769154172780546,21.631525330870016,8.333333333333334,30.285492975572712,24.19391731489212,15.048801417542084,23.427643336286547
12090,Pina de Montalgrao,Castellón/Castelló,116,16450,NA,NA,NA,NA,35.19,7.27,NA,3.45,24.07,6.9,37.93
12091,Portell de Morella,Castellón/Castelló,181,16450,NA,NA,NA,NA,44.31,17.330000000000002,NA,2.21,20.36,7.73,40.33
12092,Puebla de Arenoso,Castellón/Castelló,159,15750,NA,NA,NA,NA,39.190000000000005,17.19,NA,6.29,24.32,6.92,41.510000000000005
12093,"Pobla de Benifassà, la",Castellón/Castelló,214,16450,NA,NA,NA,NA,21.24,5.93,NA,12.15,32.12,9.81,23.36
12094,"Pobla Tornesa, la",Castellón/Castelló,1244,19950,12.7,NA,NA,NA,15.56,9.73,NA,8.36,31.119999999999997,19.94,15.03
12095,Ribesalbes,Castellón/Castelló,1158,18550,10.1,NA,NA,NA,22.21,11.71,NA,5.96,16.04,13.3,25.22
12096,Rossell,Castellón/Castelló,900,13650,23,NA,NA,NA,30.299999999999997,16.3,NA,8.559999999999999,18.1,9.78,29.89
12097,Sacañet,Castellón/Castelló,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12098,"Salzadella, la",Castellón/Castelló,683,15750,20.1,NA,NA,NA,32.29,9.46,NA,12.740000000000002,20.1,11.13,30.889999999999997
12099,Sant Jordi/San Jorge,Castellón/Castelló,1073,16450,19.3,NA,NA,4.48056629644239,25.52,14.42,6.741573033707865,32.25,23.330000000000005,10.53,29.73
12100,Sant Mateu,Castellón/Castelló,1955,16450,20.1,NA,NA,2.72139498432602,26.385593105162116,10.558862759888244,NA,18.517780051150893,24.802271793958298,16.2669462915601,23.7341074168798
12101,San Rafael del Río,Castellón/Castelló,469,13650,NA,NA,NA,NA,29.1,14.95,NA,12.79,14.43,12.79,30.92
12102,Santa Magdalena de Pulpis,Castellón/Castelló,762,13650,27.9,NA,NA,NA,27.200000000000003,14.45,NA,18.9,16.38,15.09,26.119999999999997
12103,"Serratella, la",Castellón/Castelló,93,18550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12104,Segorbe,Castellón/Castelló,9175,15750,20.5,28.6,14.5,3.24229059284057,20.50996474705159,14.443800103379475,11.764705882352942,12.710425068119893,26.87659121673597,14.604661580381473,21.809186920980924
12105,Sierra Engarcerán,Castellón/Castelló,995,15750,17.3,NA,NA,NA,29.430000000000003,7.550000000000001,NA,8.44,19.62,9.85,29.95
12106,Soneja,Castellón/Castelló,1477,16450,15,NA,NA,3.09501889717996,23.28,14.21,11.428571428571429,6.5,26.68,14.22,24.440000000000005
12107,Sot de Ferrer,Castellón/Castelló,428,17150,NA,NA,NA,NA,21.82,12.44,NA,7.71,29.87,10.05,29.44
12108,Sueras/Suera,Castellón/Castelló,559,17850,16.6,NA,NA,NA,20.74,14.34,NA,6.800000000000001,22.79,12.88,24.33
12109,Tales,Castellón/Castelló,848,17850,12.7,NA,NA,2.84090909090909,19.11,12.68,NA,4.6,25.1,15.449999999999998,21.93
12110,Teresa,Castellón/Castelló,247,15750,NA,NA,NA,NA,36.17,10.91,NA,4.45,19.15,4.859999999999999,39.68
12111,Tírig,Castellón/Castelló,417,15050,NA,NA,NA,NA,35.010000000000005,11.11,NA,13.19,18.04,9.59,33.33
12112,Todolella,Castellón/Castelló,145,15750,NA,NA,NA,NA,28.35,10,NA,13.1,18.9,12.41,24.83
12113,Toga,Castellón/Castelló,101,15050,NA,NA,NA,NA,25.53,10.53,NA,6.93,26.6,6.93,26.729999999999997
12114,Torás,Castellón/Castelló,246,15750,NA,NA,NA,NA,24.23,13.64,NA,10.57,26.43,7.720000000000001,28.050000000000004
12115,"Toro, El",Castellón/Castelló,240,15750,NA,NA,NA,NA,35.65,11.01,NA,10,16.520000000000003,4.17,36.25
12116,Torralba del Pinar,Castellón/Castelló,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12117,Torreblanca,Castellón/Castelló,5581,13650,28.9,42.5,15.4,3.48101265822785,20.752794335709723,18.750015685774834,8.280254777070065,24.331150331481812,15.481674529974256,14.012945708654364,22.11210535746282
12118,Torrechiva,Castellón/Castelló,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12119,"Torre d'En Besora, la",Castellón/Castelló,166,16450,NA,NA,NA,NA,40.79,1.41,NA,5.42,13.82,8.43,38.55
12120,"Torre d'en Doménec, la",Castellón/Castelló,157,13650,NA,NA,NA,NA,42.67,6.67,NA,10.83,21.33,4.46,42.68
12121,Traiguera,Castellón/Castelló,1363,15050,17.3,NA,NA,NA,33.25,9.29,10.92896174863388,12.4,17.05,13.06,31.03
12122,"Useras/Useres, les",Castellón/Castelló,964,15750,20.8,NA,NA,NA,29.129999999999995,13.05,NA,13.07,16.97,9.54,32.05
12123,Vallat,Castellón/Castelló,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12124,Vall d'Alba,Castellón/Castelló,2939,15050,21.5,27.3,11.9,3.125,21.736476311057608,14.678528097876296,7.723577235772358,21.77370874447091,17.352303737545522,15.478162640353862,20.82208234093229
12125,Vall de Almonacid,Castellón/Castelló,288,15750,NA,NA,NA,NA,19.48,10.96,NA,10.42,26.97,7.290000000000002,27.78
12126,"Vall d'Uixó, la",Castellón/Castelló,31587,16450,17.2,25.5,12.5,3.5344802270005,20.773945249409003,14.266433554994869,11.87666539779216,8.858098268274924,22.418294916416684,15.285381960933297,20.25548706746446
12127,Vallibona,Castellón/Castelló,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12128,Vilafamés,Castellón/Castelló,1843,17850,10.8,NA,NA,3.4829261016761,21.19,11.98,8.171206225680933,10.15,25.27,14.979999999999997,20.35
12129,Vilafranca/Villafranca del Cid,Castellón/Castelló,2202,16450,14.2,NA,NA,2.99616061738626,31.142608178072425,10.834986832690811,12.5,6.811834695731154,18.931281665785814,11.48977293369664,28.199745685740236
12130,Villahermosa del Río,Castellón/Castelló,472,16450,NA,NA,NA,NA,32.72,12.21,NA,9.32,14.65,7.42,36.86
12131,Villamalur,Castellón/Castelló,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12132,Vilanova d'Alcolea,Castellón/Castelló,582,17850,16.4,NA,NA,NA,29.959999999999997,9.44,NA,9.28,26.4,8.25,28.34999999999999
12133,Villanueva de Viver,Castellón/Castelló,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12134,Vilar de Canes,Castellón/Castelló,173,12250,NA,NA,NA,NA,26.92,5.13,NA,8.09,13.46,9.83,29.48
12135,Vila-real,Castellón/Castelló,51113,17150,17.5,25.5,11.2,3.91698145604396,16.293602602956952,14.04587316767714,10.795991680847042,13.86987889577994,26.010848342396365,17.11170856729208,16.64736701034962
12136,"Vilavella, la",Castellón/Castelló,3112,17150,12.1,18.5,12.1,3.04761904761905,23.51693870823118,4.476424350721265,9.6916299559471355,2.056944087403599,23.887959113265183,13.23921915167095,24.35824871465296
12137,Villores,Castellón/Castelló,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12138,Vinaròs,Castellón/Castelló,28916,15050,23.6,33.7,15.1,4.54545454545455,17.74673258237296,17.423725488432616,10.881542699724518,21.095213722506568,23.12203845242481,15.523414718494951,19.57011931110804
12139,Vistabella del Maestrat,Castellón/Castelló,341,17150,NA,NA,NA,NA,35.35,14.2,NA,5.57,25.16,7.920000000000001,33.14
12140,Viver,Castellón/Castelló,1657,14350,26.4,NA,NA,2.63748674849007,23.64,14.56,8.19672131147541,15.509999999999998,24.34,13.46,26.31
12141,Zorita del Maestrazgo,Castellón/Castelló,116,16450,NA,NA,NA,NA,28.429999999999996,1.79,NA,12.07,27.450000000000003,12.07,28.449999999999996
12142,Zucaina,Castellón/Castelló,174,14350,NA,NA,NA,NA,31.25,11.39,NA,9.77,21.25,8.05,33.910000000000004
12901,"Alqueries, les/Alquerías del Niño Perdido",Castellón/Castelló,4525,17850,13.5,18.6,8.8,3.96825396825397,20.933342200026217,8.029849481128323,10.4631217838765,8.8849591160221,24.656074591128153,16.90881546961326,19.868150276243096
12902,Sant Joan de Moró,Castellón/Castelló,3341,17150,16.2,23.4,10.6,2.92785698496905,15.007472590657196,14.06319940100507,6.981981981981982,14.52082609997007,22.382637322153773,20.026441185273868,14.367063753367256
46001,Ademuz,Valencia/Valéncia,1033,14350,28.1,NA,NA,2.14579659024103,21.14,17.419999999999998,NA,15.49,26.51,13.46,24.59
46002,Ador,Valencia/Valéncia,1767,15750,20.2,NA,NA,NA,18.54,12.2,12.5,17.32,26.96,12.68,21.17
46003,Atzeneta d'Albaida,Valencia/Valéncia,1148,15750,18,NA,NA,2.66962325736418,18.1,12.77,NA,5.66,25.1,12.89,22.91
46004,Agullent,Valencia/Valéncia,2368,15750,15.1,NA,NA,2.31465573262639,19.29,13.54,9.120521172638435,5.949999999999999,23.45,13.72,19.72
46005,Alaquàs,Valencia/Valéncia,29871,15750,19.9,26.7,18,5,16.16102071004323,19.10017113064592,12.659574468085106,9.039996317498575,22.8744125945702,15.506076462120452,19.35256904690167
46006,Albaida,Valencia/Valéncia,5962,15050,20.2,27.6,13.1,2.80373831775701,18.63391353597396,15.521043758639514,NA,12.043513921502852,24.15986257739292,14.674433076148944,19.74138376383764
46007,Albal,Valencia/Valéncia,16671,15750,19.2,24,16.8,4.54545454545455,11.261746409975093,16.798349466585076,12.473572938689218,9.08263031611781,25.937963891810107,17.647549637094354,13.196794433447304
46008,Albalat de la Ribera,Valencia/Valéncia,3346,15050,21.6,33.7,16.9,2.93689320388349,18.861082484380866,14.296357175310009,10.74561403508772,9.534734010759117,24.738701272414023,14.583622235505082,20.559937238493724
46009,Albalat dels Sorells,Valencia/Valéncia,4123,17850,12.6,15.9,11.9,4.72586441967566,18.167173160647486,12.229414881700157,13.08411214953271,8.633892796507398,31.93423867183139,15.620494785350472,19.644312393887947
46010,Albalat dels Tarongers,Valencia/Valéncia,1340,17850,17.8,NA,NA,NA,16.669999999999998,17.31,9.090909090909092,12.39,35.19,15.370000000000005,17.09
46011,Alberic,Valencia/Valéncia,10562,15050,26.1,39.1,16.1,3.04288382019474,17.357451495451336,15.270612322860446,11.133400200601804,13.527709714069308,24.495981031698644,17.089293694376064,18.47332796818784
46012,Alborache,Valencia/Valéncia,1296,16450,18.7,NA,NA,NA,17.65,16.21,11.11111111111111,10.8,27.72,13.43,21.22
46013,Alboraia/Alboraya,Valencia/Valéncia,24946,19950,13.4,15.8,10,6.75675675675676,14.464086725069098,12.057071831615854,12.20159151193634,14.356429487693417,44.45992451933351,16.579920227691815,15.910713541249097
46014,Albuixech,Valencia/Valéncia,4152,17850,15.9,22.7,16.4,4.47094882729211,17.644785805680186,15.926080792043866,11.152416356877325,10.9371387283237,29.991806585350865,15.509224470134876,21.17118978805395
46015,Alcàsser,Valencia/Valéncia,10280,16450,19.1,25.5,16.2,3.98058252427184,14.76605014933828,15.29147147582531,10.984848484848484,10.897060311284047,27.39693153468043,17.58855447470817,16.196871595330737
46016,Alcàntera de Xúquer,Valencia/Valéncia,1398,15050,20.5,NA,NA,2.99554444685938,21.26,10.16,13.157894736842104,9.37,18.36,13.52,21.6
46017,Alzira,Valencia/Valéncia,45088,15750,20.4,30.9,11.9,3.83940468514937,17.5108423231089,16.717330772771554,11.11111111111111,13.910938830731016,25.50530945452071,15.938061346699788,18.537310149041872
46018,Alcublas,Valencia/Valéncia,610,14350,23.4,NA,NA,NA,24.31,12.07,NA,3.61,21.02999999999999,4.92,33.44
46019,"Alcúdia, l'",Valencia/Valéncia,12200,16450,18.3,28.2,10.6,3.4,18.23217166563816,9.353736399476228,11.043412033511045,11.97701967213115,23.343676026241837,17.23944262295082,18.212082786885247
46020,"Alcúdia de Crespins, l'",Valencia/Valéncia,5139,15050,22.5,32.8,13.3,2.85714285714286,16.811001882636464,16.501097583744553,10.81081081081081,12.145526366997473,19.80913246321123,14.92494454173964,18.27378478303172
46021,Aldaia,Valencia/Valéncia,32348,15750,19.3,24.2,17.5,4.83870967741935,13.394325452001471,18.166900662882597,11.733952948010456,8.964595029058984,24.050523181366422,17.79176146902436,15.285765425992333
46022,Alfafar,Valencia/Valéncia,21380,14350,25.6,34.8,19.4,4.65116279069767,14.865740798451052,22.43240592654116,11.748013620885358,17.57327736202058,21.00368894103961,15.739911131898973,19.07391674462114
46023,Alfauir,Valencia/Valéncia,468,15400,NA,NA,NA,NA,17.07,8.94,NA,15.81,25,11.11,21.37
46024,Alfara de la Baronia,Valencia/Valéncia,589,15050,18.5,NA,NA,NA,17.669999999999998,13.73,NA,7.979999999999999,23.3,12.56,22.24
46025,Alfara del Patriarca,Valencia/Valéncia,3372,17850,13.4,17.3,10.5,6.4595589993782,16.732774666717912,11.727459784485172,11.860940695296524,13.999279359430608,36.01697270107972,15.27567615658363,16.309386120996443
46026,Alfarp,Valencia/Valéncia,1568,16450,14.2,NA,NA,3.26797385620915,17.68,9.21,13,6.890000000000001,26.25,15.94,18.81
46027,Alfarrasí,Valencia/Valéncia,1208,16450,16.5,NA,NA,NA,20.119999999999997,10.79,NA,9.27,19.53,15.23,21.61
46028,Algar de Palancia,Valencia/Valéncia,501,17150,NA,NA,NA,NA,24.77,9.88,NA,14.17,33.26,12.97,25.95
46029,Algemesí,Valencia/Valéncia,27308,15750,22.4,34.5,12.9,3.36538461538462,17.32351159213122,13.954947570912738,11.13861386138614,11.403923026219424,27.649863468488615,17.237193496411308,18.105065914750256
46030,Algímia d'Alfara,Valencia/Valéncia,1067,16450,16.4,NA,NA,NA,21.59,10.43,NA,10.31,27.26,14.06,24.27
46031,Alginet,Valencia/Valéncia,14054,15750,20.9,30.6,12.5,3.68686868686869,16.71816894823003,12.841652777845573,12.48012718600954,11.046125658175608,24.086423420159623,16.549022342393624,17.363892130354348
46032,Almàssera,Valencia/Valéncia,7479,17850,14.5,19.7,11.5,4.76190476190476,16.27833720888318,15.828434779567909,12.845138055222089,8.464277309800776,31.898903018256675,16.206109105495386,18.01024869634978
46033,Almiserà,Valencia/Valéncia,265,15050,NA,NA,NA,NA,20.43,9.7,NA,12.83,23.4,11.32,24.91
46034,Almoines,Valencia/Valéncia,2537,16450,17.1,NA,NA,3.93258426966292,18.04,15.71,11.009174311926603,10.76,26.77,18.72,16.12
46035,Almussafes,Valencia/Valéncia,8958,19250,11,14.3,8.7,3.7037037037037,16.572214737507995,12.10719448127994,10.87344028520499,9.588561062737218,30.97930193648282,16.945819379325744,17.26149698593436
46036,Alpuente,Valencia/Valéncia,661,15750,20.2,NA,NA,NA,34.9,8.9,NA,2.12,26.17,9.83,34.04
46037,"Alqueria de la Comtessa, l'",Valencia/Valéncia,1488,15750,19.2,NA,NA,NA,21.6,15.29,13.989637305699482,12.9,22.16,15.39,22.179999999999996
46038,Andilla,Valencia/Valéncia,313,17850,NA,NA,NA,NA,27.700000000000003,18.01,NA,7.989999999999999,25,5.43,28.119999999999997
46039,Anna,Valencia/Valéncia,2626,15750,18.5,NA,NA,2.42537313432836,23.045641805195967,9.426317781509594,9.826589595375722,9.36955826351866,20.942653279489814,11.274729626808837,27.687578065498855
46040,Antella,Valencia/Valéncia,1133,15050,17.4,NA,NA,NA,22.539999999999996,12.17,NA,6.529999999999999,21.749999999999996,11.12,27.889999999999997
46041,Aras de los Olmos,Valencia/Valéncia,374,15400,NA,NA,NA,NA,29.04,9.82,NA,5.88,29.94,10.7,33.42
46042,Aielo de Malferit,Valencia/Valéncia,4569,16450,13.5,20.1,8.1,2.39141982252218,16.41114899012162,8.93286553248617,10.394265232974911,10.900575618297225,21.03339261585909,15.716692930619391,17.28781571459838
46043,Aielo de Rugat,Valencia/Valéncia,167,18200,NA,NA,NA,NA,25.829999999999995,6.67,NA,13.77,27.81,9.58,29.94
46044,Ayora,Valencia/Valéncia,5237,15050,22.1,28.9,23.1,2.73203592814371,18.404366071244063,17.52809736687857,10.87962962962963,7.811269810960474,20.79764781482547,13.785077334351728,23.714132136719495
46045,Barxeta,Valencia/Valéncia,1595,16450,12.5,NA,NA,NA,22.38,10.85,8.737864077669903,9.53,22.97,14.29,23.200000000000003
46046,Barx,Valencia/Valéncia,1343,15750,21.4,NA,NA,NA,25.56,16.259999999999998,8.64864864864865,24.57,26.55,9.68,29.56
46047,Bèlgida,Valencia/Valéncia,655,15050,18.2,NA,NA,NA,19.43,10.65,NA,5.5,20.49,13.590000000000002,23.82
46048,Bellreguard,Valencia/Valéncia,4616,15750,20.8,31.6,14.9,3.62103174603175,18.6391395194557,15.385493611546725,11.424100156494523,13.278793327556324,27.379838066373424,14.46936958405546,19.30110268630849
46049,Bellús,Valencia/Valéncia,302,15050,NA,NA,NA,NA,21.820000000000004,14.96,NA,6.29,12.36,8.94,28.15
46050,Benagéber,Valencia/Valéncia,183,17850,NA,NA,NA,NA,21.59,5.26,NA,3.83,31.250000000000004,3.83,28.42
46051,Benaguasil,Valencia/Valéncia,11437,15050,22.9,31.7,17.5,3.9043818747011,16.074576574367462,18.126196841860622,11.869225302061125,12.16293608463758,24.058589117398125,15.20538777651482,18.507843840167876
46052,Benavites,Valencia/Valéncia,650,15750,18.5,NA,NA,NA,21.35,12.13,NA,6.460000000000002,22.95,13.54,24
46053,Beneixida,Valencia/Valéncia,639,18200,10.9,NA,NA,NA,19.75,8.19,NA,4.8500000000000005,30.8,13.62,18.15
46054,Benetússer,Valencia/Valéncia,15423,15050,22.9,30.3,18.5,4.85074626865672,15.50178932277534,18.764280539958683,12.09529627367135,13.919353562860662,24.80117763011234,14.847817545224665,19.167225572197367
46055,Beniarjó,Valencia/Valéncia,1779,15750,18.4,NA,NA,3.93258426966292,14.42,15.060000000000002,12.97071129707113,13.77,29.78,16.580000000000002,16.13
46056,Beniatjar,Valencia/Valéncia,207,15050,NA,NA,NA,NA,25.64,8.57,NA,12.08,28.209999999999997,5.800000000000001,28.499999999999996
46057,Benicolet,Valencia/Valéncia,597,15750,15.4,NA,NA,NA,26.21,9.79,NA,8.88,18.83,13.74,31.99000000000001
46058,Benifairó de les Valls,Valencia/Valéncia,2265,15750,16.6,NA,NA,3.60824742268041,20.66,10.73,8.090614886731391,8.04,22.25,16.64,20.97
46059,Benifairó de la Valldigna,Valencia/Valéncia,1544,17150,11.4,NA,NA,NA,25.26,8.61,8.21256038647343,9.33,26.790000000000003,11.27,24.94
46060,Benifaió,Valencia/Valéncia,11978,17150,18.4,28.2,11.9,3.79004329004329,19.13617200980587,14.53602773256417,11.49653121902874,10.822836032726665,24.700883941130712,14.661386708966438,21.197008682584737
46061,Beniflá,Valencia/Valéncia,464,15400,NA,NA,NA,4.38913857677903,10.08,21.97,NA,8.84,23.26,16.59,10.34
46062,Benigànim,Valencia/Valéncia,5830,15050,18.2,29.6,16.2,2.75689223057644,15.96021304354048,12.407689757043403,10.960757780784844,7.87261063464837,21.087053234251695,13.707337907375644,19.540617495711835
46063,Benimodo,Valencia/Valéncia,2260,17150,16.1,NA,NA,3.18723815662262,15.740000000000002,9.8,11.34020618556701,8.1,22.45,16.24,17.52
46064,Benimuslem,Valencia/Valéncia,652,15750,17.3,NA,NA,NA,16.97,15.52,NA,6.29,19.49,15.03,18.25
46065,Beniparrell,Valencia/Valéncia,2019,17150,14.8,NA,NA,4.09346597206828,13.98,18.11,11.196911196911197,6.04,26.91,14.96,17.29
46066,Benirredrà,Valencia/Valéncia,1552,18550,11.1,NA,NA,4.26829268292683,21.64,14.13,12.06896551724138,8.76,29.32,12.76,24.290000000000003
